dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,batt1volts,lastRain,local_time
1783743720000,0.0,0.0,0,0,1,225,58.6,92,56.28,29.88,29.9765,0,0,9691,8721900,,,58.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 21:22:00-07:00
1783742820000,0.0,0.0,0,0,1,225,59.2,92,56.88,29.87,29.9664,0,0,9691,8721900,,,59.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 21:07:00-07:00
1783741920000,0.0,0.0,0,0,1,225,59.5,92,57.17,29.88,29.9764,0,0,9691,8721900,,,59.5,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 20:52:00-07:00
1783741020000,0.0,0.0,0,0,1,225,59.9,91,57.26,29.88,29.9763,0,0,9691,8721900,,,59.9,2026-07-10,4.3,2026-06-12T17:37:00.000Z,2026-07-10 20:37:00-07:00
1783740120000,0.0,0.0,0,0,1,225,60.3,91,57.66,29.88,29.9762,0,0,9691,8721900,,,60.3,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 20:22:00-07:00
1783739220000,0.0,0.0,0,0,1,225,60.6,91,57.96,29.87,29.9661,2,1800,9689,8721900,,,60.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 20:07:00-07:00
1783738320000,0.0,0.0,0,0,1,225,60.8,91,58.15,29.87,29.9661,6,5400,9683,8720100,,,60.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 19:52:00-07:00
1783737420000,0.6711,2.0132,0,0,1,225,61.0,90,58.04,29.87,29.9661,10,9000,9673,8714700,,,61.0,2026-07-10,4.31,2026-06-12T17:37:00.000Z,2026-07-10 19:37:00-07:00
1783736520000,0.4474,2.0132,0,0,1,225,61.2,90,58.24,29.87,29.966,14,12600,9659,8705700,,,61.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 19:22:00-07:00
1783735620000,0.8948,2.908,0,0,1,225,61.7,89,58.42,29.87,29.9659,19,17100,9640,8693100,,,61.7,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 19:07:00-07:00
1783734720000,1.5659,2.6843,0,0,1,225,61.9,89,58.62,29.87,29.9659,50,45000,9590,8676000,,,61.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 18:52:00-07:00
1783733820000,1.3422,3.3554,0,0,1,225,62.1,88,58.5,29.88,29.9759,29,26100,9561,8631000,,,62.1,2026-07-10,4.33,2026-06-12T17:37:00.000Z,2026-07-10 18:37:00-07:00
1783732920000,1.7895,3.5791,0,0,1,225,61.9,88,58.3,29.88,29.9759,35,31500,9526,8604900,,,61.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 18:22:00-07:00
1783732020000,2.0132,4.0265,0,0,1,225,61.9,88,58.3,29.88,29.9759,46,41400,9480,8573400,,,61.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 18:07:00-07:00
1783731120000,0.8948,2.908,0,0,1,225,62.2,87,58.28,29.88,29.9759,70,63000,9410,8532000,,,62.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 17:52:00-07:00
1783730220000,2.0132,5.3686,0,0,1,226,62.2,87,58.28,29.88,29.9759,87,78300,9323,8469000,,,62.2,2026-07-10,4.34,2026-06-12T17:37:00.000Z,2026-07-10 17:37:00-07:00
1783729320000,1.1185,5.816,0,0,1,220,62.1,88,58.5,29.89,29.9859,122,109800,9201,8390700,,,62.1,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 17:22:00-07:00
1783728420000,1.3422,4.6976,0,0,1,229,62.4,88,58.8,29.89,29.9859,127,114300,9074,8280900,,,62.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 17:07:00-07:00
1783727520000,1.5659,4.0265,0,0,1,251,63.1,87,59.16,29.89,29.9857,139,125100,8935,8166600,,,63.1,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 16:52:00-07:00
1783726620000,1.5659,5.145,0,0,1,235,63.7,86,59.43,29.89,29.9856,164,147600,8771,8041500,,,63.7,2026-07-10,4.38,2026-06-12T17:37:00.000Z,2026-07-10 16:37:00-07:00
1783725720000,2.6843,5.145,0,0,1,221,63.9,86,59.63,29.89,29.9856,183,164700,8588,7893900,,,63.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 16:22:00-07:00
1783724820000,2.2369,5.5923,0,0,1,210,64.6,84,59.65,29.89,29.9855,208,187200,8380,7729200,,,64.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 16:07:00-07:00
1783723920000,2.0132,4.6976,0,0,1,208,65.1,83,59.8,29.9,29.9954,218,196200,8162,7542000,,,65.1,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 15:52:00-07:00
1783723020000,2.0132,4.6976,0,0,1,205,65.7,83,60.39,29.9,29.9953,258,232200,7904,7345800,,,65.7,2026-07-10,4.46,2026-06-12T17:37:00.000Z,2026-07-10 15:37:00-07:00
1783722120000,2.2369,4.6976,0,0,1,205,66.2,83,60.88,29.91,30.0052,330,297000,7574,7113600,,,66.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 15:22:00-07:00
1783721220000,2.908,4.0265,0,0,1,205,65.8,83,60.49,29.92,30.0153,329,296100,7245,6816600,,,65.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 15:07:00-07:00
1783720320000,2.908,4.6976,0,0,1,210,65.8,82,60.15,29.93,30.0254,367,330300,6878,6520500,,,65.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 14:52:00-07:00
1783719420000,2.908,4.4739,0,0,1,214,66.7,81,60.68,29.93,30.0252,545,490500,6333,6190200,,,66.7,2026-07-10,4.54,2026-06-12T17:37:00.000Z,2026-07-10 14:37:00-07:00
1783718520000,2.2369,4.0265,0,0,1,214,65.5,84,60.53,29.93,30.0254,476,428400,5857,5699700,,,65.5,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 14:22:00-07:00
1783717620000,2.2369,4.0265,0,0,1,214,64.8,85,60.18,29.94,30.0356,284,255600,5573,5271300,,,64.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 14:07:00-07:00
1783716720000,2.2369,4.0265,0,0,1,214,64.9,85,60.28,29.94,30.0356,256,230400,5055,4779900,,,64.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 13:52:00-07:00
1783715820000,2.6843,4.0265,0,0,1,214,65.1,85,60.47,29.94,30.0355,262,235800,5311,4785300,America/Los_Angeles,True,65.1,2026-07-10,4.43,,2026-07-10 13:37:00-07:00
1783714920000,2.6843,4.0265,0,0,1,214,65.5,84,60.53,29.93,30.0254,255,229500,4800,4549500,,,65.5,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 13:22:00-07:00
1783714020000,2.908,4.6976,0,0,1,214,66.4,83,61.07,29.93,30.0253,316,284400,4484,4320000,,,66.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 13:07:00-07:00
1783713120000,2.2369,6.0397,0,0,1,214,67.1,81,61.07,29.92,30.0151,504,453600,3980,4035600,,,67.1,2026-07-10,4.49,2026-06-12T17:37:00.000Z,2026-07-10 12:52:00-07:00
1783712220000,1.3422,5.145,0,0,1,214,66.7,82,61.02,29.91,30.0051,529,476100,3451,3582000,,,66.7,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 12:37:00-07:00
1783711320000,0.8948,3.3554,0,0,1,214,66.2,84,61.22,29.92,30.0153,353,317700,3098,3105900,,,66.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 12:22:00-07:00
1783710420000,2.4606,4.4739,0,0,1,214,66.0,84,61.02,29.91,30.0053,261,234900,2837,2788200,,,66.0,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 12:07:00-07:00
1783709520000,2.4606,4.4739,0,0,1,214,66.2,84,61.22,29.91,30.0052,316,284400,2521,2553300,,,66.2,2026-07-10,4.41,2026-06-12T17:37:00.000Z,2026-07-10 11:52:00-07:00
1783708620000,2.4606,4.4739,0,0,1,214,66.0,84,61.02,29.91,30.0053,350,315000,2171,2268900,,,66.0,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 11:37:00-07:00
1783707720000,2.908,4.4739,0,0,1,214,66.4,84,61.41,29.9,29.9952,321,288900,1638,1763100,,,66.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 11:22:00-07:00
1783706820000,2.908,4.4739,0,0,1,214,66.4,84,61.41,29.9,29.9952,212,190800,1959,1665000,America/Los_Angeles,True,66.4,2026-07-10,,,2026-07-10 11:07:00-07:00
1783705920000,2.4606,4.0265,0,0,1,214,66.6,84,61.61,29.9,29.9951,155,139500,1483,1474200,,,66.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 10:52:00-07:00
1783705020000,2.6843,4.2502,0,0,1,214,65.8,86,61.49,29.9,29.9953,212,190800,1271,1334700,,,65.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 10:37:00-07:00
1783704120000,1.5659,3.5791,0,0,1,214,65.8,85,61.16,29.9,29.9953,230,207000,1041,1143900,,,65.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 10:22:00-07:00
1783703220000,0.6711,3.1317,0,0,1,214,65.3,86,61.0,29.91,30.0054,222,199800,819,936900,,,65.3,2026-07-10,4.27,2026-06-12T17:37:00.000Z,2026-07-10 10:07:00-07:00
1783702320000,0.2237,2.0132,0,0,1,214,64.4,87,60.44,29.91,30.0056,144,129600,675,737100,,,64.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 09:52:00-07:00
1783701420000,0.2237,1.7895,0,0,1,214,63.9,89,60.59,29.91,30.0056,118,106200,557,607500,,,63.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 09:37:00-07:00
1783700520000,0.2237,2.0132,0,0,1,214,63.1,90,60.12,29.92,30.0158,108,97200,449,501300,,,63.1,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 09:22:00-07:00
1783699620000,0.0,1.7895,0,0,1,214,62.4,91,59.74,29.93,30.026,77,69300,372,404100,,,62.4,2026-07-10,4.26,2026-06-12T17:37:00.000Z,2026-07-10 09:07:00-07:00
1783698720000,0.4474,2.2369,0,0,1,214,62.1,92,59.75,29.93,30.026,57,51300,315,334800,,,62.1,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 08:52:00-07:00
1783697820000,0.0,1.5659,0,0,1,214,61.7,93,59.65,29.92,30.0161,50,45000,265,283500,,,61.7,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 08:37:00-07:00
1783696920000,0.0,2.4606,0,0,1,214,61.3,94,59.56,29.92,30.0162,51,45900,214,238500,,,61.3,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 08:22:00-07:00
1783696020000,0.2237,2.2369,0,0,1,214,61.0,95,59.56,29.91,30.0062,53,47700,161,192600,,,61.0,2026-07-10,4.26,2026-06-12T17:37:00.000Z,2026-07-10 08:07:00-07:00
1783695120000,0.0,1.3422,0,0,1,214,60.4,95,58.96,29.91,30.0063,49,44100,112,144900,,,60.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 07:52:00-07:00
1783694220000,0.0,1.5659,0,0,1,214,59.9,96,58.76,29.91,30.0064,41,36900,71,100800,,,59.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 07:37:00-07:00
1783693320000,0.0,1.7895,0,0,1,214,59.4,97,58.55,29.91,30.0065,32,28800,39,63900,,,59.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 07:22:00-07:00
1783692420000,0.2237,1.5659,0,0,1,214,59.0,97,58.15,29.91,30.0066,22,19800,17,35100,,,59.0,2026-07-10,4.25,2026-06-12T17:37:00.000Z,2026-07-10 07:07:00-07:00
1783691520000,0.0,1.1185,0,0,1,214,58.6,97,57.75,29.91,30.0066,12,10800,0,10800,,,58.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 06:52:00-07:00
1783690620000,0.0,0.0,0,0,1,214,58.6,97,57.75,29.9,29.9966,4,3600,12,4500,America/Los_Angeles,True,58.6,2026-07-10,,,2026-07-10 06:37:00-07:00
1783689720000,0.0,0.0,0,0,1,214,58.5,97,57.65,29.89,29.9866,1,900,12,900,America/Los_Angeles,True,58.5,2026-07-10,4.26,,2026-07-10 06:22:00-07:00
1783688820000,0.0,0.0,0,0,1,214,58.3,97,57.45,29.88,29.9766,0,0,0,0,,,58.3,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 06:07:00-07:00
1783687920000,0.0,0.0,0,0,1,214,57.9,97,57.05,29.88,29.9767,0,0,0,0,,,57.9,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 05:52:00-07:00
1783687020000,0.0,0.0,0,0,1,214,57.7,96,56.57,29.88,29.9767,0,0,0,0,,,57.7,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 05:37:00-07:00
1783686120000,0.0,0.0,0,0,1,214,57.7,96,56.57,29.87,29.9667,0,0,0,0,,,57.7,2026-07-10,4.27,2026-06-12T17:37:00.000Z,2026-07-10 05:22:00-07:00
1783685220000,0.0,1.1185,0,0,1,214,58.1,96,56.96,29.87,29.9666,0,0,0,0,,,58.1,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 05:07:00-07:00
1783684320000,0.0,0.0,0,0,1,214,58.3,96,57.16,29.87,29.9666,0,0,0,0,,,58.3,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 04:52:00-07:00
1783683420000,0.0,1.1185,0,0,1,214,58.6,96,57.46,29.87,29.9665,0,0,0,0,,,58.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 04:37:00-07:00
1783682520000,0.0,0.0,0,0,1,214,58.8,96,57.66,29.86,29.9564,0,0,0,0,America/Los_Angeles,True,58.8,2026-07-10,4.27,,2026-07-10 04:22:00-07:00
1783681620000,0.0,0.0,0,0,1,214,58.8,96,57.66,29.86,29.9564,0,0,0,0,,,58.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 04:07:00-07:00
1783680720000,0.0,0.0,0,0,1,214,59.2,96,58.06,29.85,29.9463,0,0,0,0,,,59.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 03:52:00-07:00
1783679820000,0.0,0.0,0,0,1,214,59.2,95,57.77,29.85,29.9463,0,0,0,0,America/Los_Angeles,True,59.2,2026-07-10,,,2026-07-10 03:37:00-07:00
1783678920000,0.0,0.0,0,0,1,214,59.2,95,57.77,29.85,29.9463,0,0,0,0,,,59.2,2026-07-10,4.28,2026-06-12T17:37:00.000Z,2026-07-10 03:22:00-07:00
1783678020000,0.0,1.3422,0,0,1,214,59.4,96,58.26,29.85,29.9463,0,0,0,0,,,59.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 03:07:00-07:00
1783677120000,0.0,0.0,0,0,1,214,59.0,95,57.57,29.84,29.9363,0,0,0,0,,,59.0,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 02:52:00-07:00
1783676220000,0.0,0.0,0,0,1,214,58.6,94,56.88,29.84,29.9364,0,0,0,0,,,58.6,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 02:37:00-07:00
1783675320000,0.0,0.0,0,0,1,214,58.8,94,57.08,29.84,29.9364,0,0,0,0,,,58.8,2026-07-10,4.29,2026-06-12T17:37:00.000Z,2026-07-10 02:22:00-07:00
1783674420000,0.0,1.3422,0,0,1,214,59.7,94,57.97,29.85,29.9462,0,0,0,0,,,59.7,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 02:07:00-07:00
1783673520000,0.0,0.0,0,0,1,214,60.3,94,58.56,29.85,29.9461,0,0,0,0,,,60.3,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 01:52:00-07:00
1783672620000,0.0,0.0,0,0,1,214,60.4,93,58.36,29.85,29.9461,0,0,0,0,,,60.4,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 01:37:00-07:00
1783671720000,0.0,0.0,0,0,1,214,60.6,93,58.56,29.86,29.9561,0,0,0,0,,,60.6,2026-07-10,4.29,2026-06-12T17:37:00.000Z,2026-07-10 01:22:00-07:00
1783670820000,0.0,0.0,0,0,1,214,60.8,92,58.46,29.86,29.9561,0,0,0,0,,,60.8,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 01:07:00-07:00
1783669920000,0.0,0.0,0,0,1,214,61.0,91,58.35,29.86,29.956,0,0,0,0,,,61.0,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 00:52:00-07:00
1783669020000,0.0,0.0,0,0,1,214,61.2,92,58.85,29.86,29.956,0,0,0,0,,,61.2,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 00:37:00-07:00
1783668120000,0.0,0.0,0,0,1,214,61.3,93,59.26,29.86,29.956,0,0,0,0,,,61.3,2026-07-10,4.3,2026-06-12T17:37:00.000Z,2026-07-10 00:22:00-07:00
1783667220000,0.0,0.0,0,0,1,214,61.5,93,59.45,29.85,29.9459,0,0,0,0,,,61.5,2026-07-10,,2026-06-12T17:37:00.000Z,2026-07-10 00:07:00-07:00
