dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,local_time
1757731620000,0.0,0.0,0,0,1,210,66.7,87,62.7,66.7,29.89,29.9851,0,0,0,4954500,America/Los_Angeles,True,2025-09-12,,2025-09-12 19:47:00-07:00
1757730720000,0.0,1.3422,0,0,1,210,67.1,87,63.1,67.1,29.89,29.985,0,0,0,4954500,America/Los_Angeles,True,2025-09-12,,2025-09-12 19:32:00-07:00
1757729820000,0.2237,1.3422,0,0,1,210,67.5,87,63.49,67.5,29.89,29.9849,0,0,0,4954500,America/Los_Angeles,True,2025-09-12,4.33,2025-09-12 19:17:00-07:00
1757728920000,1.5659,2.2369,0,0,1,210,67.8,86,63.45,67.8,29.89,29.9849,2,360,0,4954500,America/Los_Angeles,True,2025-09-12,,2025-09-12 19:02:00-07:00
1757728020000,1.3422,2.4606,0,0,1,210,68.5,84,63.47,69.0,29.88,29.9747,5,900,0,4952700,America/Los_Angeles,True,2025-09-12,,2025-09-12 18:47:00-07:00
1757727120000,1.7895,3.3554,0,0,1,210,69.4,81,63.31,69.85,29.88,29.9746,8,1440,0,4948200,America/Los_Angeles,True,2025-09-12,,2025-09-12 18:32:00-07:00
1757726220000,0.8948,2.6843,0,0,1,210,69.8,80,63.34,70.24,29.88,29.9745,12,2160,0,4941000,America/Los_Angeles,True,2025-09-12,4.34,2025-09-12 18:17:00-07:00
1757725320000,1.1185,2.6843,0,0,1,210,70.0,79,63.18,70.41,29.88,29.9745,16,2880,0,4930200,America/Los_Angeles,True,2025-09-12,,2025-09-12 18:02:00-07:00
1757724420000,1.7895,2.908,0,0,1,210,70.3,77,62.74,70.65,29.88,29.9744,20,3600,0,4915800,America/Los_Angeles,True,2025-09-12,,2025-09-12 17:47:00-07:00
1757723520000,1.7895,2.908,0,0,1,210,70.9,73,61.8,71.12,29.88,29.9743,24,4320,0,4897800,America/Los_Angeles,True,2025-09-12,,2025-09-12 17:32:00-07:00
1757722620000,2.0132,3.3554,0,0,1,210,71.4,69,60.69,71.48,29.88,29.9742,29,5220,0,4876200,America/Los_Angeles,True,2025-09-12,4.35,2025-09-12 17:17:00-07:00
1757721720000,1.3422,2.908,0,0,1,210,71.6,69,60.88,71.7,29.88,29.9742,29,5220,0,4850100,America/Los_Angeles,True,2025-09-12,,2025-09-12 17:02:00-07:00
1757720820000,1.3422,3.3554,0,0,1,210,71.4,70,61.09,71.53,29.88,29.9742,35,6300,0,4824000,America/Los_Angeles,True,2025-09-12,,2025-09-12 16:47:00-07:00
1757719920000,1.7895,3.1317,0,0,1,210,71.2,71,61.3,71.36,29.89,29.9843,52,9360,0,4792500,America/Los_Angeles,True,2025-09-12,,2025-09-12 16:32:00-07:00
1757719020000,1.3422,3.5791,0,0,1,210,71.2,74,62.48,71.5,29.89,29.9843,41,7380,0,4745700,America/Los_Angeles,True,2025-09-12,4.38,2025-09-12 16:17:00-07:00
1757718120000,2.2369,3.5791,0,0,1,210,71.2,75,62.86,71.55,29.89,29.9843,44,7920,0,4708800,America/Los_Angeles,True,2025-09-12,,2025-09-12 16:02:00-07:00
1757717220000,2.2369,4.2502,0,0,1,210,71.4,74,62.67,71.72,29.89,29.9842,48,8640,0,4669200,America/Los_Angeles,True,2025-09-12,,2025-09-12 15:47:00-07:00
1757716320000,2.2369,3.8028,0,0,1,210,71.8,73,62.67,72.11,29.89,29.9842,121,21780,0,4626000,America/Los_Angeles,True,2025-09-12,,2025-09-12 15:32:00-07:00
1757715420000,2.2369,3.5791,0,0,1,210,71.6,73,62.47,71.89,29.89,29.9842,453,81540,0,4517100,America/Los_Angeles,True,2025-09-12,4.6,2025-09-12 15:17:00-07:00
1757714520000,2.2369,4.0265,0,0,1,210,71.4,74,62.67,71.72,29.9,29.9943,374,67320,0,4109400,America/Los_Angeles,True,2025-09-12,,2025-09-12 15:02:00-07:00
1757713620000,2.4606,4.9213,0,0,1,210,71.2,75,62.86,71.55,29.91,30.0043,83,14940,0,3772800,America/Los_Angeles,True,2025-09-12,,2025-09-12 14:47:00-07:00
1757712720000,2.6843,4.2502,0,0,1,210,71.6,75,63.24,71.98,29.91,30.0043,72,12960,0,3698100,America/Los_Angeles,True,2025-09-12,,2025-09-12 14:32:00-07:00
1757711820000,2.908,4.6976,0,0,1,210,72.0,76,64.01,72.47,29.91,30.0042,60,10800,0,3633300,America/Los_Angeles,True,2025-09-12,4.38,2025-09-12 14:17:00-07:00
1757710920000,3.1317,4.2502,0,0,1,210,72.1,77,64.48,72.63,29.92,30.0142,78,14040,0,3579300,America/Los_Angeles,True,2025-09-12,,2025-09-12 14:02:00-07:00
1757710020000,3.1317,4.4739,0,0,1,210,72.3,76,64.3,72.8,29.93,30.0242,102,18360,0,3509100,America/Los_Angeles,True,2025-09-12,,2025-09-12 13:47:00-07:00
1757709120000,3.3554,4.4739,0,0,1,210,73.2,75,64.79,73.75,29.93,30.024,98,17640,0,3417300,America/Los_Angeles,True,2025-09-12,,2025-09-12 13:32:00-07:00
1757708220000,2.6843,4.6976,0,0,1,210,73.6,75,65.17,74.19,29.93,30.024,65,11700,0,3329100,America/Los_Angeles,True,2025-09-12,4.42,2025-09-12 13:17:00-07:00
1757707320000,2.908,5.5923,0,0,1,210,73.0,75,64.59,73.53,29.93,30.0241,124,22320,0,3270600,America/Los_Angeles,True,2025-09-12,,2025-09-12 13:02:00-07:00
1757706420000,2.6843,4.4739,0,0,1,210,72.3,75,63.92,72.76,29.93,30.0242,622,111960,0,3159000,America/Los_Angeles,True,2025-09-12,,2025-09-12 12:47:00-07:00
1757705520000,2.908,4.4739,0,0,1,210,71.8,76,63.82,72.25,29.94,30.0343,621,111780,0,2599200,America/Los_Angeles,True,2025-09-12,,2025-09-12 12:32:00-07:00
1757704620000,2.6843,4.4739,0,0,1,189,71.8,76,63.82,72.25,29.95,30.0444,142,25560,0,2040300,America/Los_Angeles,True,2025-09-12,4.37,2025-09-12 12:17:00-07:00
1757703720000,2.4606,3.8028,0,0,1,184,71.4,76,63.43,71.81,29.96,30.0545,81,14580,0,1912500,America/Los_Angeles,True,2025-09-12,,2025-09-12 12:02:00-07:00
1757702820000,2.0132,3.8028,0,0,1,189,71.2,76,63.24,71.59,29.96,30.0545,68,12240,0,1839600,America/Los_Angeles,True,2025-09-12,,2025-09-12 11:47:00-07:00
1757701920000,1.5659,2.2369,0,0,1,8,72.0,73,62.86,72.33,29.96,30.0543,67,12060,0,1778400,America/Los_Angeles,True,2025-09-12,,2025-09-12 11:32:00-07:00
1757701020000,0.2237,2.4606,0,0,1,11,72.7,71,62.74,73.01,29.96,30.0542,114,20520,0,1718100,America/Los_Angeles,True,2025-09-12,4.4,2025-09-12 11:17:00-07:00
1757700120000,0.6711,2.2369,0,0,1,11,72.9,71,62.93,73.23,29.96,30.0542,85,15300,0,1615500,America/Los_Angeles,True,2025-09-12,,2025-09-12 11:02:00-07:00
1757699220000,0.4474,2.0132,0,0,1,11,73.0,70,62.62,73.29,29.96,30.0542,162,29160,0,1539000,America/Los_Angeles,True,2025-09-12,,2025-09-12 10:47:00-07:00
1757698320000,0.0,0.0,0,0,1,11,73.0,70,62.62,73.29,29.96,30.0542,132,23760,0,1393200,America/Los_Angeles,True,2025-09-12,,2025-09-12 10:32:00-07:00
1757697420000,0.0,0.0,0,0,1,11,72.7,72,63.14,73.05,29.96,30.0542,305,54900,0,1274400,America/Los_Angeles,True,2025-09-12,4.6,2025-09-12 10:17:00-07:00
1757696520000,0.0,0.0,0,0,1,11,72.0,75,63.63,72.43,29.96,30.0543,124,22320,0,999900,America/Los_Angeles,True,2025-09-12,,2025-09-12 10:02:00-07:00
1757695620000,0.0,0.0,0,0,1,11,70.9,78,63.69,71.36,29.96,30.0545,240,43200,0,888300,America/Los_Angeles,True,2025-09-12,,2025-09-12 09:47:00-07:00
1757694720000,0.0,1.5659,0,0,1,11,69.1,82,63.37,69.56,29.96,30.0549,374,67320,0,672300,America/Los_Angeles,True,2025-09-12,,2025-09-12 09:32:00-07:00
1757693820000,0.0,0.0,0,0,1,11,67.8,84,62.78,67.8,29.96,30.0551,155,27900,0,335700,America/Los_Angeles,True,2025-09-12,4.34,2025-09-12 09:17:00-07:00
1757692920000,0.0,0.0,0,0,1,11,66.7,87,62.7,66.7,29.96,30.0553,50,9000,0,196200,America/Los_Angeles,True,2025-09-12,,2025-09-12 09:02:00-07:00
1757692020000,0.0,0.0,0,0,1,11,65.3,89,61.97,65.3,29.96,30.0556,58,10440,0,151200,America/Los_Angeles,True,2025-09-12,,2025-09-12 08:47:00-07:00
1757691120000,0.0,0.0,0,0,1,11,64.2,91,61.51,64.2,29.96,30.0558,39,7020,0,99000,America/Los_Angeles,True,2025-09-12,,2025-09-12 08:32:00-07:00
1757690220000,0.0,0.0,0,0,1,11,63.0,93,60.94,63.0,29.96,30.056,29,5220,0,63900,America/Los_Angeles,True,2025-09-12,4.27,2025-09-12 08:17:00-07:00
1757689320000,0.0,1.3422,0,0,1,11,61.3,94,59.56,61.3,29.95,30.0463,15,2700,0,37800,America/Los_Angeles,True,2025-09-12,,2025-09-12 08:02:00-07:00
1757688420000,0.2237,2.0132,0,0,1,11,60.1,95,58.66,60.1,29.94,30.0364,12,2160,0,24300,America/Los_Angeles,True,2025-09-12,,2025-09-12 07:47:00-07:00
1757687520000,0.0,0.0,0,0,1,11,59.5,94,57.77,59.5,29.94,30.0366,8,1440,0,13500,America/Los_Angeles,True,2025-09-12,,2025-09-12 07:32:00-07:00
1757686620000,0.0,0.0,0,0,1,11,59.2,92,56.88,59.2,29.94,30.0366,5,900,0,6300,America/Los_Angeles,True,2025-09-12,4.27,2025-09-12 07:17:00-07:00
1757685720000,0.0,0.0,0,0,1,11,59.2,93,57.18,59.2,29.93,30.0266,2,360,0,1800,America/Los_Angeles,True,2025-09-12,,2025-09-12 07:02:00-07:00
1757684820000,0.0,0.0,0,0,1,11,59.4,93,57.37,59.4,29.93,30.0265,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 06:47:00-07:00
1757683920000,0.0,0.0,0,0,1,11,59.4,93,57.37,59.4,29.93,30.0265,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 06:32:00-07:00
1757683020000,0.0,0.0,0,0,1,11,59.4,92,57.07,59.4,29.93,30.0265,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.27,2025-09-12 06:17:00-07:00
1757682120000,0.0,0.0,0,0,1,11,59.4,92,57.07,59.4,29.93,30.0265,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 06:02:00-07:00
1757681220000,0.0,0.0,0,0,1,11,59.4,93,57.37,59.4,29.92,30.0165,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 05:47:00-07:00
1757680320000,0.0,1.3422,0,0,1,11,59.5,92,57.17,59.5,29.92,30.0165,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 05:32:00-07:00
1757679420000,0.0,0.0,0,0,1,11,59.7,93,57.67,59.7,29.92,30.0165,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.28,2025-09-12 05:17:00-07:00
1757678520000,0.0,0.0,0,0,1,11,59.9,93,57.87,59.9,29.92,30.0164,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 05:02:00-07:00
1757677620000,0.0,0.0,0,0,1,11,60.1,91,57.46,60.1,29.92,30.0164,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 04:47:00-07:00
1757676720000,0.0,0.0,0,0,1,11,60.1,89,56.84,60.1,29.91,30.0063,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 04:32:00-07:00
1757675820000,0.0,0.0,0,0,1,11,59.9,87,56.02,59.9,29.91,30.0064,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.28,2025-09-12 04:17:00-07:00
1757674920000,0.0,0.0,0,0,1,11,59.9,87,56.02,59.9,29.91,30.0064,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 04:02:00-07:00
1757674020000,0.0,0.0,0,0,1,11,59.9,87,56.02,59.9,29.91,30.0064,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 03:47:00-07:00
1757673120000,0.0,0.0,0,0,1,11,60.3,88,56.73,60.3,29.91,30.0063,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 03:32:00-07:00
1757672220000,0.0,0.0,0,0,1,11,60.6,89,57.34,60.6,29.91,30.0063,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.28,2025-09-12 03:17:00-07:00
1757671320000,0.0,0.0,0,0,1,11,61.0,88,57.42,61.0,29.91,30.0062,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 03:02:00-07:00
1757670420000,0.0,0.0,0,0,1,11,61.2,87,57.3,61.2,29.91,30.0061,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 02:47:00-07:00
1757669520000,0.0,0.0,0,0,1,11,61.5,86,57.27,61.5,29.91,30.0061,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 02:32:00-07:00
1757668620000,0.0,0.0,0,0,1,11,61.9,86,57.66,61.9,29.91,30.006,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.29,2025-09-12 02:17:00-07:00
1757667720000,0.0,0.0,0,0,1,11,62.2,86,57.96,62.2,29.91,30.006,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 02:02:00-07:00
1757666820000,0.0,0.0,0,0,1,11,62.6,86,58.35,62.6,29.91,30.0059,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 01:47:00-07:00
1757665920000,0.0,0.0,0,0,1,11,63.0,86,58.74,63.0,29.91,30.0058,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 01:32:00-07:00
1757665020000,0.0,0.0,0,0,1,11,63.1,86,58.84,63.1,29.91,30.0058,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.29,2025-09-12 01:17:00-07:00
1757664120000,0.0,1.5659,0,0,1,11,63.7,86,59.43,63.7,29.91,30.0057,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 01:02:00-07:00
1757663220000,0.2237,1.7895,0,0,1,11,64.0,85,59.4,64.0,29.91,30.0056,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 00:47:00-07:00
1757662320000,0.0,0.0,0,0,1,11,64.6,84,59.65,64.6,29.91,30.0055,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 00:32:00-07:00
1757661420000,0.0,0.0,0,0,1,11,65.1,84,60.14,65.1,29.91,30.0054,0,0,0,0,America/Los_Angeles,True,2025-09-12,4.31,2025-09-12 00:17:00-07:00
1757660520000,0.0,0.0,0,0,1,11,65.5,84,60.53,65.5,29.91,30.0054,0,0,0,0,America/Los_Angeles,True,2025-09-12,,2025-09-12 00:02:00-07:00
