dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,batt1volts,local_time
1745205600000,0.0,0.0,0,0,1,274,54.3,89,29.98,30.0542,0,0,26205,23584500,54.3,51.13,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 20:20:00-07:00
1745204700000,0.0,0.0,0,0,1,274,55.0,89,29.98,30.0541,0,0,26205,23584500,55.0,51.82,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 20:05:00-07:00
1745203800000,0.0,0.0,0,0,1,274,55.4,87,29.98,30.054,1,900,26204,23584500,55.4,51.59,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 19:50:00-07:00
1745202900000,1.1185,2.0132,0,0,1,274,56.3,85,29.98,30.0539,11,9900,26193,23583600,56.3,51.85,2025-04-01T21:20:00.000Z,2025-04-20,,,4.32,2025-04-20 19:35:00-07:00
1745202000000,1.7895,3.8028,0,0,1,280,56.8,85,29.99,30.0638,38,34200,26155,23573700,56.8,52.34,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 19:20:00-07:00
1745201100000,2.908,5.5923,0,0,1,280,57.4,84,29.98,30.0537,47,42300,26108,23539500,57.4,52.6,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 19:05:00-07:00
1745200200000,3.1317,7.6056,0,0,1,277,57.9,83,29.99,30.0637,80,72000,26028,23497200,57.9,52.77,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 18:50:00-07:00
1745199300000,5.3686,9.1714,0,0,1,270,58.3,82,29.99,30.0636,131,117900,25897,23425200,58.3,52.83,2025-04-01T21:20:00.000Z,2025-04-20,,,4.35,2025-04-20 18:35:00-07:00
1745198400000,5.816,9.6188,0,0,1,273,58.1,83,29.98,30.0536,145,130500,25752,23307300,58.1,52.96,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 18:20:00-07:00
1745197500000,6.4871,10.5136,0,0,1,266,59.0,82,29.98,30.0535,149,134100,25603,23176800,59.0,53.51,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 18:05:00-07:00
1745196600000,6.4871,12.3031,0,0,1,274,59.7,79,29.98,30.0534,237,213300,25366,23042700,59.7,53.17,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 17:50:00-07:00
1745195700000,7.6056,13.6453,0,0,1,276,60.1,78,29.98,30.0533,311,279900,25055,22829400,60.1,53.21,2025-04-01T21:20:00.000Z,2025-04-20,,,4.38,2025-04-20 17:35:00-07:00
1745194800000,7.1582,12.3031,0,0,1,279,60.1,78,29.99,30.0633,375,337500,24680,22549500,60.1,53.21,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 17:20:00-07:00
1745193900000,7.3819,12.5268,0,0,1,275,59.5,79,29.99,30.0634,377,339300,24303,22212000,59.5,52.98,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 17:05:00-07:00
1745193000000,7.8293,13.869,0,0,1,270,60.1,80,29.99,30.0633,455,409500,23848,21872700,60.1,53.91,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 16:50:00-07:00
1745192100000,7.6056,12.9742,0,0,1,264,60.1,79,30.0,30.0734,490,441000,23358,21463200,60.1,53.56,2025-04-01T21:20:00.000Z,2025-04-20,,,4.38,2025-04-20 16:35:00-07:00
1745191200000,7.8293,12.7505,0,0,1,266,60.3,78,30.0,30.0733,550,495000,22808,21022200,60.3,53.41,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 16:20:00-07:00
1745190300000,7.1582,12.9742,0,0,1,267,60.6,78,30.0,30.0733,597,537300,22211,20527200,60.6,53.7,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 16:05:00-07:00
1745189400000,7.1582,12.5268,0,0,1,265,60.3,78,30.01,30.0834,650,585000,21561,19989900,60.3,53.41,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 15:50:00-07:00
1745188500000,7.8293,12.7505,0,0,1,266,60.4,78,30.01,30.0834,664,597600,20897,19404900,60.4,53.51,2025-04-01T21:20:00.000Z,2025-04-20,,,4.38,2025-04-20 15:35:00-07:00
1745187600000,7.8293,12.7505,0,0,1,266,60.4,78,30.02,30.0934,667,600300,20230,18807300,60.4,53.51,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 15:20:00-07:00
1745186700000,7.3819,12.5268,0,0,1,264,60.8,78,30.02,30.0933,768,691200,19462,18207000,60.8,53.89,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 15:05:00-07:00
1745185800000,8.2767,13.1979,0,0,1,246,60.1,78,30.03,30.1034,759,683100,18703,17515800,60.1,53.21,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 14:50:00-07:00
1745184900000,8.2767,13.1979,0,0,1,242,60.3,78,30.03,30.1034,754,678600,17949,16832700,60.3,53.41,2025-04-01T21:20:00.000Z,2025-04-20,,,4.39,2025-04-20 14:35:00-07:00
1745184000000,6.9345,11.8558,0,0,1,256,60.8,78,30.04,30.1134,770,693000,17179,16154100,60.8,53.89,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 14:20:00-07:00
1745183100000,7.1582,11.8558,0,0,1,248,60.3,79,30.04,30.1134,810,729000,16369,15461100,60.3,53.76,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 14:05:00-07:00
1745182200000,7.3819,10.7373,0,0,1,245,59.9,79,30.05,30.1235,851,765900,15518,14732100,59.9,53.37,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 13:50:00-07:00
1745181300000,7.3819,11.1847,0,0,1,247,59.5,80,30.05,30.1236,873,785700,14645,13966200,59.5,53.32,2025-04-01T21:20:00.000Z,2025-04-20,,,4.4,2025-04-20 13:35:00-07:00
1745180400000,6.7108,10.7373,0,0,1,242,59.7,80,30.05,30.1236,855,769500,13790,13180500,59.7,53.52,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 13:20:00-07:00
1745179500000,6.9345,10.2899,0,0,1,239,59.4,81,30.06,30.1336,848,763200,12942,12411000,59.4,53.57,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 13:05:00-07:00
1745178600000,6.2634,9.6188,0,0,1,239,59.5,81,30.06,30.1336,825,742500,12117,11647800,59.5,53.66,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 12:50:00-07:00
1745177700000,6.4871,9.8425,0,0,1,239,59.7,81,30.06,30.1336,828,745200,11289,10905300,59.7,53.86,2025-04-01T21:20:00.000Z,2025-04-20,,,4.4,2025-04-20 12:35:00-07:00
1745176800000,6.0397,9.1714,0,0,1,234,59.5,80,30.06,30.1336,881,792900,9551,9388800,59.5,53.32,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 12:20:00-07:00
1745175900000,5.3686,8.9477,0,0,1,240,59.9,80,30.06,30.1335,857,771300,10432,9367200,59.9,53.71,,2025-04-20,America/Los_Angeles,True,,2025-04-20 12:05:00-07:00
1745175000000,5.816,8.7241,0,0,1,238,59.7,81,30.07,30.1436,857,771300,7850,7836300,59.7,53.86,2025-04-01T21:20:00.000Z,2025-04-20,,,4.42,2025-04-20 11:50:00-07:00
1745174100000,5.3686,9.1714,0,0,1,240,59.5,82,30.07,30.1436,844,759600,8707,7824600,59.5,54.0,,2025-04-20,America/Los_Angeles,True,,2025-04-20 11:35:00-07:00
1745173200000,5.5923,7.8293,0,0,1,215,58.3,83,30.07,30.1438,800,720000,7050,7065000,58.3,53.16,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 11:20:00-07:00
1745172300000,6.0397,8.5004,0,0,1,211,58.5,83,30.07,30.1438,769,692100,6281,6345000,58.5,53.35,2025-04-01T21:20:00.000Z,2025-04-20,,,4.48,2025-04-20 11:05:00-07:00
1745171400000,6.2634,8.2767,0,0,1,211,58.6,83,30.07,30.1438,744,669600,5537,5652900,58.6,53.45,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 10:50:00-07:00
1745170500000,5.3686,7.3819,0,0,1,203,58.6,82,30.07,30.1438,710,639000,4827,4983300,58.6,53.12,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 10:35:00-07:00
1745169600000,4.6976,7.1582,0,0,1,206,58.3,83,30.07,30.1438,671,603900,4156,4344300,58.3,53.16,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 10:20:00-07:00
1745168700000,5.145,7.3819,0,0,1,221,57.4,84,30.07,30.1439,631,567900,3525,3740400,57.4,52.6,2025-04-01T21:20:00.000Z,2025-04-20,,,4.6,2025-04-20 10:05:00-07:00
1745167800000,5.3686,7.3819,0,0,1,207,57.7,84,30.07,30.1439,587,528300,2938,3172500,57.7,52.9,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 09:50:00-07:00
1745166900000,3.3554,6.9345,0,0,1,165,59.2,81,30.07,30.1437,541,486900,2397,2644200,59.2,53.37,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 09:35:00-07:00
1745166000000,1.7895,6.9345,0,0,1,118,59.4,80,30.07,30.1436,494,444600,1903,2157300,59.4,53.23,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 09:20:00-07:00
1745165100000,2.2369,7.3819,0,0,1,119,58.5,81,30.07,30.1438,465,418500,1438,1712700,58.5,52.69,2025-04-01T21:20:00.000Z,2025-04-20,,,4.44,2025-04-20 09:05:00-07:00
1745164200000,1.7895,6.7108,0,0,1,101,57.4,84,30.08,30.154,401,360900,1037,1294200,57.4,52.6,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 08:50:00-07:00
1745163300000,1.3422,4.9213,0,0,1,43,55.9,87,30.08,30.1542,267,240300,770,933300,55.9,52.09,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 08:35:00-07:00
1745162400000,0.8948,5.816,0,0,1,124,55.6,89,30.07,30.1442,238,214200,532,693000,55.6,52.41,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 08:20:00-07:00
1745161500000,1.1185,5.145,0,0,1,89,54.5,92,30.07,30.1443,225,202500,307,478800,54.5,52.22,2025-04-01T21:20:00.000Z,2025-04-20,,,4.23,2025-04-20 08:05:00-07:00
1745160600000,0.6711,3.3554,0,0,1,61,53.1,93,30.06,30.1345,137,123300,170,276300,53.1,51.13,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 07:50:00-07:00
1745159700000,0.2237,4.0265,0,0,1,20,52.3,94,30.06,30.1346,83,74700,87,153000,52.3,50.62,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 07:35:00-07:00
1745158800000,0.2237,2.2369,0,0,1,9,52.2,94,30.06,30.1347,49,44100,38,78300,52.2,50.53,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 07:20:00-07:00
1745157900000,0.8948,2.908,0,0,1,9,51.8,94,30.05,30.1247,25,22500,13,34200,51.8,50.13,2025-04-01T21:20:00.000Z,2025-04-20,,,4.23,2025-04-20 07:05:00-07:00
1745157000000,0.4474,2.6843,0,0,1,9,51.1,95,30.04,30.1148,10,9000,3,11700,51.1,49.72,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 06:50:00-07:00
1745156100000,0.0,1.3422,0,0,1,9,50.2,95,30.03,30.1049,3,2700,0,2700,50.2,48.82,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 06:35:00-07:00
1745155200000,0.8948,3.8028,0,0,1,9,50.0,95,30.02,30.0949,0,0,0,0,50.0,48.62,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 06:20:00-07:00
1745154300000,1.3422,3.8028,0,0,1,9,49.6,95,30.02,30.0949,0,0,0,0,49.6,48.23,2025-04-01T21:20:00.000Z,2025-04-20,,,4.24,2025-04-20 06:05:00-07:00
1745153400000,1.5659,3.5791,0,0,1,9,49.5,95,30.01,30.0849,0,0,0,0,49.5,48.13,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 05:50:00-07:00
1745152500000,0.6711,3.8028,0,0,1,9,49.1,95,30.01,30.085,0,0,0,0,49.1,47.73,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 05:35:00-07:00
1745151600000,1.1185,2.4606,0,0,1,9,49.3,95,30.01,30.085,0,0,0,0,49.3,47.93,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 05:20:00-07:00
1745150700000,0.8948,2.6843,0,0,1,9,49.5,95,30.01,30.0849,0,0,0,0,49.5,48.13,2025-04-01T21:20:00.000Z,2025-04-20,,,4.25,2025-04-20 05:05:00-07:00
1745149800000,0.4474,2.908,0,0,1,9,50.0,95,30.01,30.0849,0,0,0,0,50.0,48.62,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 04:50:00-07:00
1745148900000,0.8948,3.5791,0,0,1,9,50.7,95,30.01,30.0848,0,0,0,0,50.7,49.32,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 04:35:00-07:00
1745148000000,0.2237,2.6843,0,0,1,9,51.1,95,30.01,30.0847,0,0,0,0,51.1,49.72,,2025-04-20,America/Los_Angeles,True,,2025-04-20 04:20:00-07:00
1745147100000,0.4474,3.1317,0,0,1,9,51.3,95,30.01,30.0847,0,0,0,0,51.3,49.92,2025-04-01T21:20:00.000Z,2025-04-20,,,4.26,2025-04-20 04:05:00-07:00
1745146200000,0.2237,4.0265,0,0,1,6,51.1,95,30.01,30.0847,0,0,0,0,51.1,49.72,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 03:50:00-07:00
1745145300000,0.2237,2.6843,0,0,1,353,50.9,95,30.01,30.0847,0,0,0,0,50.9,49.52,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 03:35:00-07:00
1745144400000,0.2237,3.8028,0,0,1,46,51.1,95,30.01,30.0847,0,0,0,0,51.1,49.72,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 03:20:00-07:00
1745143500000,1.1185,5.816,0,0,1,52,52.0,95,30.01,30.0846,0,0,0,0,52.0,50.61,2025-04-01T21:20:00.000Z,2025-04-20,,,4.26,2025-04-20 03:05:00-07:00
1745142600000,1.7895,6.9345,0,0,1,66,51.8,95,30.01,30.0846,0,0,0,0,51.8,50.41,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 02:50:00-07:00
1745141700000,1.3422,7.3819,0,0,1,18,50.2,95,30.01,30.0848,0,0,0,0,50.2,48.82,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 02:35:00-07:00
1745140800000,0.0,0.0,0,0,1,252,49.6,95,30.01,30.0849,0,0,0,0,49.6,48.23,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 02:20:00-07:00
1745139900000,0.0,0.0,0,0,1,252,49.5,95,30.01,30.0849,0,0,0,0,49.5,48.13,2025-04-01T21:20:00.000Z,2025-04-20,,,4.27,2025-04-20 02:05:00-07:00
1745139000000,0.0,0.0,0,0,1,252,49.8,95,30.01,30.0849,0,0,0,0,49.8,48.43,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 01:50:00-07:00
1745138100000,0.0,0.0,0,0,1,252,50.0,94,30.02,30.0949,0,0,0,0,50.0,48.34,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 01:35:00-07:00
1745137200000,0.0,0.0,0,0,1,252,50.0,94,30.02,30.0949,0,0,0,0,50.0,48.34,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 01:20:00-07:00
1745136300000,0.0,0.0,0,0,1,252,49.5,94,30.03,30.105,0,0,0,0,49.5,47.85,2025-04-01T21:20:00.000Z,2025-04-20,,,4.27,2025-04-20 01:05:00-07:00
1745135400000,0.0,0.0,0,0,1,252,48.9,94,30.03,30.1051,0,0,0,0,48.9,47.25,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 00:50:00-07:00
1745134500000,0.0,1.1185,0,0,1,252,48.7,94,30.03,30.1051,0,0,0,0,48.7,47.05,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 00:35:00-07:00
1745133600000,0.0,0.0,0,0,1,252,48.9,94,30.03,30.1051,0,0,0,0,48.9,47.25,2025-04-01T21:20:00.000Z,2025-04-20,,,,2025-04-20 00:20:00-07:00
1745132700000,0.0,0.0,0,0,1,252,48.7,94,30.03,30.1051,0,0,0,0,48.7,47.05,2025-04-01T21:20:00.000Z,2025-04-20,,,4.29,2025-04-20 00:05:00-07:00
