dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,batt1volts,local_time
1741864500000,0.0,0.0,0.0,0.32,1,212,47.3,97,29.85,29.9486,0,0,23,0,47.3,46.49,2025-03-13,America/Los_Angeles,True,4.01,2025-03-13 04:15:00-07:00
1741863600000,0.0,0.0,0.0,0.32,1,212,47.5,96,29.85,29.9485,0,0,23,0,47.5,46.42,2025-03-13,America/Los_Angeles,True,,2025-03-13 04:00:00-07:00
1741862700000,0.0,0.0,0.0315,0.32,1,212,47.5,96,29.85,29.9485,0,0,23,0,47.5,46.42,2025-03-13,America/Los_Angeles,True,,2025-03-13 03:45:00-07:00
1741861800000,0.0,0.0,0.0,0.32,1,212,47.5,96,29.86,29.9586,0,0,23,0,47.5,46.42,2025-03-13,America/Los_Angeles,True,,2025-03-13 03:30:00-07:00
1741860900000,0.0,1.1185,0.0,0.32,1,212,47.7,96,29.86,29.9585,0,0,23,0,47.7,46.62,2025-03-13,America/Los_Angeles,True,4.0,2025-03-13 03:15:00-07:00
1741860000000,0.0,0.0,0.0,0.31,1,212,47.8,97,29.86,29.9585,0,0,23,0,47.8,46.99,2025-03-13,America/Los_Angeles,True,,2025-03-13 03:00:00-07:00
1741859100000,0.0,0.0,0.0,0.31,1,212,48.2,97,29.85,29.9484,0,0,23,0,48.2,47.39,2025-03-13,America/Los_Angeles,True,,2025-03-13 02:45:00-07:00
1741858200000,0.0,0.0,0.0315,0.29,1,212,48.4,97,29.85,29.9484,0,0,23,0,48.4,47.59,2025-03-13,America/Los_Angeles,True,,2025-03-13 02:30:00-07:00
1741857300000,0.0,0.0,0.0,0.29,1,212,48.4,96,29.85,29.9484,0,0,23,0,48.4,47.31,2025-03-13,America/Los_Angeles,True,4.0,2025-03-13 02:15:00-07:00
1741856400000,0.0,0.0,0.063,0.21,1,212,48.7,96,29.87,29.9684,0,0,23,0,48.7,47.61,2025-03-13,America/Los_Angeles,True,,2025-03-13 02:00:00-07:00
1741855500000,0.0,0.0,0.189,0.21,1,212,49.3,96,29.88,29.9783,0,0,23,0,49.3,48.21,2025-03-13,America/Los_Angeles,True,,2025-03-13 01:45:00-07:00
1741854600000,0.0,1.3422,0.126,0.19,1,212,49.6,97,29.88,29.9782,0,0,23,0,49.6,48.78,2025-03-13,America/Los_Angeles,True,,2025-03-13 01:30:00-07:00
1741853700000,0.2237,1.5659,0.0,0.11,1,212,49.8,97,29.88,29.9782,0,0,23,0,49.8,48.98,2025-03-13,America/Los_Angeles,True,4.01,2025-03-13 01:15:00-07:00
1741852800000,0.0,0.0,0.0945,0.08,1,212,49.8,97,29.88,29.9782,0,0,23,0,49.8,48.98,2025-03-13,America/Los_Angeles,True,,2025-03-13 01:00:00-07:00
1741851900000,0.0,2.0132,0.063,0.08,1,212,49.8,97,29.88,29.9782,0,0,23,0,49.8,48.98,2025-03-13,America/Los_Angeles,True,,2025-03-13 00:45:00-07:00
1741851000000,0.2237,3.1317,0.126,0.0,1,212,50.2,97,29.89,29.9882,0,0,23,0,50.2,49.38,2025-03-13,America/Los_Angeles,True,,2025-03-13 00:30:00-07:00
1741850100000,1.5659,4.4739,0.2205,0.0,1,212,50.5,97,29.9,29.9981,0,0,23,0,50.5,49.68,2025-03-13,America/Los_Angeles,True,4.01,2025-03-13 00:15:00-07:00
1741849200000,2.6843,5.145,0.315,0.0,1,212,50.5,98,29.89,29.9881,0,0,23,2679300,50.5,49.96,2025-03-13,America/Los_Angeles,True,,2025-03-13 00:00:00-07:00
