dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,batt1volts,local_time
1741959000000,0.0,1.1185,0.0315,0.0,1,6,44.8,91,30.0,30.0996,0,0,21,0,44.8,42.34,2025-03-14,America/Los_Angeles,True,,2025-03-14 06:30:00-07:00
1741958100000,0.0,0.0,0.0,0.0,1,6,44.6,90,30.0,30.0996,0,0,21,0,44.6,41.85,2025-03-14,America/Los_Angeles,True,4.05,2025-03-14 06:15:00-07:00
1741957200000,0.0,0.0,0.0,0.0,1,6,44.6,89,30.0,30.0996,0,0,21,0,44.6,41.56,2025-03-14,America/Los_Angeles,True,,2025-03-14 06:00:00-07:00
1741956300000,0.0,0.0,0.0,0.0,1,6,44.4,88,29.99,30.0896,0,0,21,0,44.4,41.07,2025-03-14,America/Los_Angeles,True,,2025-03-14 05:45:00-07:00
1741955400000,0.0,0.0,0.0,0.0,1,6,44.2,87,29.99,30.0897,0,0,21,0,44.2,40.58,2025-03-14,America/Los_Angeles,True,,2025-03-14 05:30:00-07:00
1741954500000,0.0,0.0,0.0,0.0,1,6,44.1,86,29.99,30.0897,0,0,21,0,44.1,40.18,2025-03-14,America/Los_Angeles,True,4.05,2025-03-14 05:15:00-07:00
1741953600000,0.0,0.0,0.0,0.0,1,6,43.7,86,30.0,30.0998,0,0,21,0,43.7,39.79,2025-03-14,America/Los_Angeles,True,,2025-03-14 05:00:00-07:00
1741952700000,0.0,2.0132,0.0,0.0,1,6,43.3,86,30.0,30.0999,0,0,21,0,43.3,39.4,2025-03-14,America/Los_Angeles,True,,2025-03-14 04:45:00-07:00
1741951800000,0.0,0.0,0.0,0.0,1,6,43.3,87,30.0,30.0999,0,0,21,0,43.3,39.7,2025-03-14,America/Los_Angeles,True,,2025-03-14 04:30:00-07:00
1741950900000,0.0,0.0,0.0,0.0,1,6,43.7,85,30.0,30.0998,0,0,21,0,43.7,39.49,2025-03-14,America/Los_Angeles,True,4.05,2025-03-14 04:15:00-07:00
1741950000000,0.0,0.0,0.0,0.0,1,6,44.2,84,30.01,30.1097,0,0,21,0,44.2,39.68,2025-03-14,America/Los_Angeles,True,,2025-03-14 04:00:00-07:00
1741949100000,0.0,1.3422,0.0,0.0,1,6,45.0,83,30.01,30.1096,0,0,21,0,45.0,40.15,2025-03-14,America/Los_Angeles,True,,2025-03-14 03:45:00-07:00
1741948200000,0.0,0.0,0.0,0.0,1,6,46.0,79,30.01,30.1094,0,0,21,0,46.0,39.86,2025-03-14,America/Los_Angeles,True,,2025-03-14 03:30:00-07:00
1741947300000,0.0,0.0,0.0,0.0,1,6,46.6,75,30.02,30.1193,0,0,21,0,46.6,39.11,2025-03-14,America/Los_Angeles,True,4.05,2025-03-14 03:15:00-07:00
1741946400000,0.0,1.1185,0.0,0.0,1,6,46.9,75,30.03,30.1293,0,0,21,0,46.9,39.4,2025-03-14,America/Los_Angeles,True,,2025-03-14 03:00:00-07:00
1741945500000,0.0,0.0,0.0,0.0,1,6,47.3,77,30.03,30.1292,0,0,21,0,47.3,40.46,2025-03-14,America/Los_Angeles,True,,2025-03-14 02:45:00-07:00
1741944600000,0.0,0.0,0.0,0.0,1,6,47.7,75,30.03,30.1291,0,0,21,0,47.7,40.17,2025-03-14,America/Los_Angeles,True,,2025-03-14 02:30:00-07:00
1741943700000,0.0,2.2369,0.0,0.0,1,6,47.5,74,30.03,30.1291,0,0,21,0,47.5,39.63,2025-03-14,America/Los_Angeles,True,4.06,2025-03-14 02:15:00-07:00
1741942800000,0.0,0.0,0.0,0.0,1,6,46.9,73,30.03,30.1293,0,0,21,0,46.9,38.71,2025-03-14,America/Los_Angeles,True,,2025-03-14 02:00:00-07:00
1741941900000,0.0,0.0,0.0,0.0,1,6,46.8,74,30.03,30.1293,0,0,21,0,46.8,38.96,2025-03-14,America/Los_Angeles,True,,2025-03-14 01:45:00-07:00
1741941000000,0.0,1.5659,0.0,0.0,1,6,47.1,75,30.03,30.1292,0,0,21,0,47.1,39.59,2025-03-14,America/Los_Angeles,True,,2025-03-14 01:30:00-07:00
1741940100000,0.8948,2.908,0.0,0.0,1,6,47.8,73,30.03,30.1291,0,0,21,0,47.8,39.57,2025-03-14,America/Los_Angeles,True,4.06,2025-03-14 01:15:00-07:00
1741939200000,0.2237,2.2369,0.0,0.0,1,6,48.2,71,30.03,30.129,0,0,21,0,48.2,39.24,2025-03-14,America/Los_Angeles,True,,2025-03-14 01:00:00-07:00
1741938300000,0.2237,2.6843,0.0,0.0,1,6,48.2,70,30.02,30.119,0,0,21,0,48.2,38.88,2025-03-14,America/Los_Angeles,True,,2025-03-14 00:45:00-07:00
1741937400000,0.0,1.1185,0.0,0.0,1,6,48.7,64,30.02,30.1189,0,0,21,0,48.7,37.08,2025-03-14,America/Los_Angeles,True,,2025-03-14 00:30:00-07:00
1741936500000,0.2237,3.8028,0.0,0.0,1,6,48.6,62,30.01,30.1089,0,0,21,0,48.6,36.18,2025-03-14,America/Los_Angeles,True,4.06,2025-03-14 00:15:00-07:00
1741935600000,1.1185,6.4871,0.0,0.0,1,6,46.9,70,30.01,30.1092,0,0,21,7071300,46.9,37.64,2025-03-14,America/Los_Angeles,True,,2025-03-14 00:00:00-07:00
