dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,date,lastRain,local_time
1744948200000,4.4739,11.4084,0,0,1,281,56.8,79,,29.91,29.9836,0,0,13285,11956500,,,56.8,50.36,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 20:50:00-07:00
1744947300000,4.9213,9.6188,0,0,1,267,57.4,78,,29.9,29.9735,0,0,13285,11956500,,,57.4,50.6,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 20:35:00-07:00
1744946400000,4.6976,9.8425,0,0,1,278,58.1,77,,29.9,29.9734,0,0,13285,11956500,,,58.1,50.93,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 20:20:00-07:00
1744945500000,3.8028,9.1714,0,0,1,276,58.1,75,4.32,29.9,29.9734,0,0,13285,11956500,,,58.1,50.22,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 20:05:00-07:00
1744944600000,4.2502,9.8425,0,0,1,274,58.1,76,,29.9,29.9734,0,0,13285,11956500,,,58.1,50.57,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 19:50:00-07:00
1744943700000,4.9213,11.1847,0,0,1,282,57.6,78,,29.9,29.9735,6,5400,13279,11956500,,,57.6,50.79,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 19:35:00-07:00
1744942800000,6.9345,13.869,0,0,1,271,57.7,79,,29.9,29.9735,27,24300,13252,11951100,,,57.7,51.23,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 19:20:00-07:00
1744941900000,9.3951,17.0007,0,0,1,261,57.9,79,4.32,29.91,29.9835,59,53100,13102,11844900,,,57.9,51.43,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 19:05:00-07:00
1744941000000,9.3951,15.6586,0,0,1,263,58.1,81,,29.91,29.9834,91,81900,13161,11873700,America/Los_Angeles,True,58.1,52.3,2025-04-17,,2025-04-17 18:50:00-07:00
1744940100000,8.7241,14.3164,0,0,1,268,57.9,80,,29.91,29.9835,102,91800,12941,11738700,,,57.9,51.77,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 18:35:00-07:00
1744939200000,8.053,16.3296,0,0,1,281,57.4,82,,29.91,29.9835,59,53100,13043,11700000,America/Los_Angeles,True,57.4,51.95,2025-04-17,,2025-04-17 18:20:00-07:00
1744938300000,8.7241,18.5666,0,0,1,280,57.4,83,,29.91,29.9835,73,65700,12868,11646900,,,57.4,52.28,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 18:05:00-07:00
1744937400000,10.5136,19.685,0,0,1,283,57.7,82,,29.91,29.9835,104,93600,12764,11581200,,,57.7,52.24,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 17:50:00-07:00
1744936500000,10.2899,18.7903,0,0,1,285,58.1,80,,29.91,29.9834,122,109800,12642,11487600,,,58.1,51.96,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 17:35:00-07:00
1744935600000,9.1714,17.4481,0,0,1,279,59.0,77,4.39,29.91,29.9833,171,153900,12471,11377800,,,59.0,51.8,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 17:20:00-07:00
1744934700000,8.9477,16.777,0,0,1,273,59.0,77,,29.91,29.9833,197,177300,12274,11223900,,,59.0,51.8,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 17:05:00-07:00
1744933800000,8.9477,16.777,0,0,1,275,61.2,73,,29.91,29.983,386,347400,11888,11046600,,,61.2,52.47,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 16:50:00-07:00
1744932900000,8.5004,15.8822,0,0,1,274,59.9,75,,29.92,29.9932,380,342000,11232,10450800,,,59.9,51.95,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 16:35:00-07:00
1744932000000,8.9477,16.1059,0,0,1,275,59.7,75,4.39,29.92,29.9932,276,248400,11612,10357200,America/Los_Angeles,True,59.7,51.76,2025-04-17,,2025-04-17 16:20:00-07:00
1744931100000,8.5004,18.3429,0,0,1,280,59.2,75,,29.93,30.0033,214,192600,11018,10108800,,,59.2,51.28,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 16:05:00-07:00
1744930200000,7.6056,14.0927,0,0,1,273,59.7,74,,29.93,30.0033,168,151200,10850,9916200,,,59.7,51.4,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 15:50:00-07:00
1744929300000,7.3819,14.0927,0,0,1,267,60.3,74,,29.93,30.0032,258,232200,10592,9765000,,,60.3,51.98,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 15:35:00-07:00
1744928400000,7.1582,13.869,0,0,1,271,60.4,75,4.39,29.93,30.0032,308,277200,10284,9532800,,,60.4,52.44,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 15:20:00-07:00
1744927500000,7.6056,13.1979,0,0,1,277,60.1,75,,29.93,30.0032,325,292500,9959,9255600,,,60.1,52.15,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 15:05:00-07:00
1744926600000,7.8293,15.6586,0,0,1,279,59.9,75,,29.94,30.0133,282,253800,9677,8963100,,,59.9,51.95,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 14:50:00-07:00
1744925700000,8.053,15.8822,0,0,1,281,59.9,74,,29.94,30.0133,299,269100,9378,8709300,,,59.9,51.59,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 14:35:00-07:00
1744924800000,8.053,15.8822,0,0,1,278,60.1,74,4.4,29.95,30.0233,278,250200,9100,8440200,,,60.1,51.78,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 14:20:00-07:00
1744923900000,7.1582,15.2112,0,0,1,275,60.6,74,,29.95,30.0232,346,311400,8754,8190000,,,60.6,52.26,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 14:05:00-07:00
1744923000000,8.2767,15.4349,0,0,1,280,60.4,74,,29.95,30.0232,435,391500,8319,7878600,,,60.4,52.07,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 13:50:00-07:00
1744922100000,8.2767,14.9875,0,0,1,278,60.3,76,,29.95,30.0232,336,302400,7983,7487100,,,60.3,52.7,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 13:35:00-07:00
1744921200000,7.8293,13.6453,0,0,1,274,61.3,77,4.41,29.95,30.0231,453,407700,7530,7184700,,,61.3,54.03,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 13:20:00-07:00
1744920300000,7.3819,13.4216,0,0,1,277,62.4,77,,29.95,30.0229,666,599400,6864,6777000,,,62.4,55.09,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 13:05:00-07:00
1744919400000,6.9345,11.6321,0,0,1,270,62.2,78,,29.95,30.023,689,620100,6175,6177600,,,62.2,55.25,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 12:50:00-07:00
1744918500000,6.9345,11.8558,0,0,1,265,61.2,78,,29.96,30.0331,484,435600,5691,5557500,,,61.2,54.28,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 12:35:00-07:00
1744917600000,6.2634,11.6321,0,0,1,265,61.0,77,4.49,29.95,30.0231,459,413100,5232,5121900,,,61.0,53.73,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 12:20:00-07:00
1744916700000,6.2634,10.5136,0,0,1,260,61.3,77,,29.96,30.0331,537,483300,4695,4708800,,,61.3,54.03,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 12:05:00-07:00
1744915800000,6.0397,9.8425,0,0,1,255,61.3,77,,29.95,30.0231,511,459900,4184,4225500,,,61.3,54.03,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 11:50:00-07:00
1744914900000,6.2634,10.961,0,0,1,252,61.3,76,,29.95,30.0231,513,461700,3092,3244500,,,61.3,53.67,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 11:35:00-07:00
1744914000000,6.0397,9.8425,0,0,1,238,61.7,73,4.58,29.95,30.023,579,521100,3605,3303900,America/Los_Angeles,True,61.7,52.95,2025-04-17,,2025-04-17 11:20:00-07:00
1744913100000,4.2502,7.6056,0,0,1,226,60.8,72,,29.96,30.0332,564,507600,2528,2782800,,,60.8,51.71,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 11:05:00-07:00
1744912200000,3.8028,6.2634,0,0,1,221,59.5,75,,29.96,30.0334,406,365400,2122,2275200,,,59.5,51.57,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 10:50:00-07:00
1744911300000,1.1185,2.908,0,0,1,269,59.4,74,,29.96,30.0334,345,310500,1777,1909800,,,59.4,51.11,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 10:35:00-07:00
1744910400000,0.4474,2.6843,0,0,1,269,59.2,77,4.46,29.96,30.0334,307,276300,1470,1599300,,,59.2,51.99,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 10:20:00-07:00
1744909500000,0.4474,1.5659,0,0,1,269,58.8,78,,29.96,30.0335,286,257400,1184,1323000,,,58.8,51.95,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 10:05:00-07:00
1744908600000,0.4474,1.7895,0,0,1,269,58.6,77,,29.95,30.0235,273,245700,911,1065600,,,58.6,51.41,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 09:50:00-07:00
1744907700000,0.2237,1.3422,0,0,1,269,58.3,77,,29.95,30.0235,241,216900,670,819900,,,58.3,51.12,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 09:35:00-07:00
1744904100000,0.0,0.0,0,0,1,269,56.1,81,,29.95,30.0238,65,58500,150,193500,,,56.1,50.35,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 08:35:00-07:00
1744903200000,0.0,0.0,0,0,1,269,55.6,82,4.23,29.95,30.0239,45,40500,105,135000,,,55.6,50.19,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 08:20:00-07:00
1744902300000,0.0,0.0,0,0,1,269,55.0,83,,29.95,30.024,35,31500,70,94500,,,55.0,49.93,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 08:05:00-07:00
1744901400000,0.0,0.0,0,0,1,269,54.9,83,,29.95,30.024,28,25200,42,63000,,,54.9,49.83,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 07:50:00-07:00
1744900500000,0.0,0.0,0,0,1,269,54.7,83,,29.94,30.014,19,17100,23,37800,,,54.7,49.64,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 07:35:00-07:00
1744899600000,0.0,0.0,0,0,1,269,54.7,83,4.23,29.93,30.004,13,11700,10,20700,,,54.7,49.64,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 07:20:00-07:00
1744898700000,0.0,0.0,0,0,1,269,54.5,82,,29.93,30.004,8,7200,2,9000,,,54.5,49.12,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 07:05:00-07:00
1744897800000,0.0,0.0,0,0,1,269,54.5,82,,29.93,30.004,2,1800,0,1800,,,54.5,49.12,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 06:50:00-07:00
1744896900000,0.2237,2.0132,0,0,1,269,54.5,82,,29.93,30.004,0,0,2,0,America/Los_Angeles,True,54.5,49.12,2025-04-17,,2025-04-17 06:35:00-07:00
1744896000000,0.8948,2.2369,0,0,1,269,54.5,83,4.24,29.92,29.994,0,0,0,0,,,54.5,49.44,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 06:20:00-07:00
1744895100000,0.0,1.5659,0,0,1,269,54.7,82,,29.92,29.9939,0,0,0,0,,,54.7,49.31,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 06:05:00-07:00
1744894200000,0.0,0.0,0,0,1,269,54.7,82,,29.92,29.9939,0,0,0,0,,,54.7,49.31,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 05:50:00-07:00
1744893300000,0.0,0.0,0,0,1,269,54.7,82,,29.92,29.9939,0,0,0,0,,,54.7,49.31,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 05:35:00-07:00
1744892400000,0.0,0.0,0,0,1,269,54.7,81,4.25,29.91,29.9839,0,0,0,0,,,54.7,48.98,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 05:20:00-07:00
1744891500000,0.0,0.0,0,0,1,269,54.9,81,,29.92,29.9939,0,0,0,0,,,54.9,49.18,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 05:05:00-07:00
1744890600000,0.0,0.0,0,0,1,269,54.9,81,,29.92,29.9939,0,0,0,0,,,54.9,49.18,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 04:50:00-07:00
1744889700000,0.0,0.0,0,0,1,269,54.9,82,,29.92,29.9939,0,0,0,0,,,54.9,49.51,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 04:35:00-07:00
1744888800000,0.0,0.0,0,0,1,269,55.0,83,4.25,29.92,29.9939,0,0,0,0,,,55.0,49.93,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 04:20:00-07:00
1744887900000,0.0,0.0,0,0,1,269,55.2,82,,29.93,30.0039,0,0,0,0,,,55.2,49.8,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 04:05:00-07:00
1744887000000,2.0132,3.8028,0,0,1,269,55.2,82,,29.93,30.0039,0,0,0,0,,,55.2,49.8,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 03:50:00-07:00
1744886100000,2.0132,3.3554,0,0,1,269,55.0,81,,29.93,30.0039,0,0,0,0,,,55.0,49.28,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 03:35:00-07:00
1744885200000,0.0,1.7895,0,0,1,269,55.0,81,4.25,29.93,30.0039,0,0,0,0,,,55.0,49.28,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 03:20:00-07:00
1744884300000,0.0,0.0,0,0,1,269,55.2,81,,29.93,30.0039,0,0,0,0,,,55.2,49.47,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 03:05:00-07:00
1744883400000,0.0,0.0,0,0,1,269,55.4,80,,29.93,30.0039,0,0,0,0,,,55.4,49.33,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 02:50:00-07:00
1744882500000,0.0,2.0132,0,0,1,269,55.4,80,,29.93,30.0039,0,0,0,0,,,55.4,49.33,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 02:35:00-07:00
1744881600000,1.1185,2.4606,0,0,1,269,55.4,79,4.27,29.93,30.0039,0,0,0,0,,,55.4,49.0,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 02:20:00-07:00
1744880700000,0.0,2.2369,0,0,1,269,55.6,79,,29.94,30.0139,0,0,0,0,,,55.6,49.19,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 02:05:00-07:00
1744879800000,0.0,1.3422,0,0,1,269,55.6,79,,29.94,30.0139,0,0,0,0,,,55.6,49.19,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 01:50:00-07:00
1744878900000,0.0,2.0132,0,0,1,269,55.6,79,,29.95,30.0239,0,0,0,0,,,55.6,49.19,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 01:35:00-07:00
1744878000000,0.2237,2.6843,0,0,1,269,55.8,79,4.27,29.95,30.0239,0,0,0,0,,,55.8,49.38,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 01:20:00-07:00
1744877100000,1.3422,3.5791,0,0,1,269,55.9,79,,29.95,30.0238,0,0,0,0,,,55.9,49.48,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 01:05:00-07:00
1744876200000,1.5659,4.2502,0,0,1,280,55.9,79,,29.95,30.0238,0,0,0,0,,,55.9,49.48,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 00:50:00-07:00
1744875300000,2.2369,4.4739,0,0,1,292,55.9,80,,29.95,30.0238,0,0,0,0,,,55.9,49.82,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 00:35:00-07:00
1744874400000,1.1185,3.1317,0,0,1,292,56.1,80,4.26,29.95,30.0238,0,0,0,0,,,56.1,50.01,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 00:20:00-07:00
1744873500000,0.0,2.6843,0,0,1,292,56.3,81,,29.95,30.0238,0,0,0,0,,,56.3,50.54,2025-04-17,2025-04-01T21:20:00.000Z,2025-04-17 00:05:00-07:00
