dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,lastRain,local_time
1765673460000,4.4739,10.5136,0,0,1,284,57.2,87,,53.36,57.2,29.99,30.0638,8,7200,5016,4521600,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 16:51:00-08:00
1765672560000,5.5923,11.4084,0,0,1,282,57.7,87,,53.86,57.7,29.99,30.0637,37,33300,4979,4514400,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 16:36:00-08:00
1765671660000,5.3686,9.8425,0,0,1,275,58.1,87,,54.25,58.1,29.98,30.0536,66,59400,4913,4481100,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 16:21:00-08:00
1765670760000,4.9213,10.0662,0,0,1,273,58.1,86,4.47,53.93,58.1,29.98,30.0536,81,72900,4832,4421700,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 16:06:00-08:00
1765669860000,4.9213,10.2899,0,0,1,269,58.5,85,,54.0,58.5,29.98,30.0536,112,100800,4720,4348800,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 15:51:00-08:00
1765668960000,4.4739,10.0662,0,0,1,274,59.2,84,,54.37,59.2,29.97,30.0434,131,117900,4589,4248000,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 15:36:00-08:00
1765668060000,4.9213,10.2899,0,0,1,263,59.2,84,,54.37,59.2,29.98,30.0535,208,187200,4381,4130100,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 15:21:00-08:00
1765667160000,4.6976,8.9477,0,0,1,274,58.6,86,4.42,54.42,58.6,29.98,30.0535,175,157500,4206,3942900,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 15:06:00-08:00
1765666260000,3.5791,7.8293,0,0,1,272,58.1,87,,54.25,58.1,29.99,30.0636,170,153000,4036,3785400,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 14:51:00-08:00
1765665360000,4.2502,9.1714,0,0,1,261,57.4,89,,54.18,57.4,29.99,30.0637,129,116100,3907,3632400,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 14:36:00-08:00
1765664460000,4.2502,8.7241,0,0,1,263,57.6,88,,54.07,57.6,29.98,30.0537,130,117000,3777,3516300,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 14:21:00-08:00
1765663560000,4.6976,9.8425,0,0,1,250,57.6,87,4.42,53.76,57.6,29.98,30.0537,164,147600,3613,3399300,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 14:06:00-08:00
1765662660000,4.9213,10.5136,0,0,1,251,57.9,86,,53.74,57.9,29.98,30.0536,206,185400,3407,3251700,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 13:51:00-08:00
1765661760000,4.9213,8.7241,0,0,1,253,57.9,85,,53.42,57.9,29.98,30.0536,204,183600,3203,3066300,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 13:36:00-08:00
1765660860000,5.145,10.0662,0,0,1,258,58.1,85,,53.61,58.1,29.98,30.0536,219,197100,2984,2882700,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 13:21:00-08:00
1765659960000,5.3686,8.9477,0,0,1,253,58.5,85,4.41,54.0,58.5,29.99,30.0636,246,221400,2519,2488500,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 13:06:00-08:00
1765659060000,4.4739,9.3951,0,0,1,258,58.6,85,,54.1,58.6,29.99,30.0636,219,197100,2765,2464200,America/Los_Angeles,True,2025-12-13,,2025-12-13 12:51:00-08:00
1765658160000,3.8028,7.8293,0,0,1,251,58.1,86,,53.93,58.1,30.0,30.0737,189,170100,2330,2267100,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 12:36:00-08:00
1765657260000,3.5791,8.2767,0,0,1,267,57.9,86,4.4,53.74,57.9,30.01,30.0837,228,205200,2102,2097000,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 12:21:00-08:00
1765656360000,2.908,8.7241,0,0,1,266,57.9,85,,53.42,57.9,30.01,30.0837,253,227700,1849,1891800,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 12:06:00-08:00
1765655460000,2.2369,6.9345,0,0,1,255,58.1,86,,53.93,58.1,30.02,30.0937,198,178200,1651,1664100,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 11:51:00-08:00
1765654560000,2.6843,6.7108,0,0,1,240,57.7,87,,53.86,57.7,30.02,30.0938,206,185400,1445,1485900,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 11:36:00-08:00
1765653660000,3.5791,7.6056,0,0,1,242,57.0,88,4.32,53.48,57.0,30.03,30.1039,208,187200,1237,1300500,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 11:21:00-08:00
1765652760000,1.7895,5.5923,0,0,1,274,56.8,88,,53.28,56.8,30.04,30.1139,198,178200,1039,1113300,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 11:06:00-08:00
1765651860000,2.0132,6.4871,0,0,1,276,56.5,88,,52.99,56.5,30.04,30.114,165,148500,874,935100,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 10:51:00-08:00
1765650960000,0.2237,2.908,0,0,1,12,56.3,90,,53.4,56.3,30.04,30.114,131,117900,743,786600,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 10:36:00-08:00
1765650060000,0.2237,3.8028,0,0,1,1,55.9,91,4.23,53.31,55.9,30.05,30.1241,130,117000,613,668700,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 10:21:00-08:00
1765649160000,0.6711,3.1317,0,0,1,297,55.4,92,,53.11,55.4,30.05,30.1242,109,98100,504,551700,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 10:06:00-08:00
1765648260000,1.1185,4.9213,0,0,1,297,55.2,94,,53.5,55.2,30.05,30.1242,97,87300,407,453600,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 09:51:00-08:00
1765647360000,1.3422,5.145,0,0,1,297,54.7,95,,53.3,54.7,30.05,30.1243,91,81900,316,366300,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 09:36:00-08:00
1765646460000,1.5659,5.145,0,0,1,280,54.9,95,4.22,53.49,54.9,30.05,30.1242,70,63000,246,284400,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 09:21:00-08:00
1765645560000,0.2237,4.0265,0,0,1,273,54.7,96,,53.58,54.7,30.05,30.1243,63,56700,134,177300,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 09:06:00-08:00
1765644660000,0.0,1.3422,0,0,1,273,54.5,97,,53.67,54.5,30.04,30.1143,49,44100,197,164700,America/Los_Angeles,True,2025-12-13,,2025-12-13 08:51:00-08:00
1765643760000,0.0,0.0,0,0,1,273,54.1,97,,53.27,54.1,30.04,30.1143,42,37800,92,120600,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 08:36:00-08:00
1765642860000,0.0,0.0,0,0,1,273,54.0,97,4.22,53.17,54.0,30.03,30.1043,33,29700,59,82800,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 08:21:00-08:00
1765641960000,0.0,0.0,0,0,1,273,53.6,97,,52.77,53.6,30.03,30.1044,28,25200,31,53100,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 08:06:00-08:00
1765641060000,0.0,0.0,0,0,1,273,53.2,97,,52.37,53.2,30.02,30.0944,20,18000,11,27900,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 07:51:00-08:00
1765640160000,0.0,0.0,0,0,1,273,53.1,97,,52.27,53.1,30.02,30.0944,9,8100,2,9900,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 07:36:00-08:00
1765639260000,0.0,0.0,0,0,1,273,52.9,97,4.22,52.07,52.9,30.02,30.0945,2,1800,0,1800,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 07:21:00-08:00
1765638360000,0.0,0.0,0,0,1,273,52.7,97,,51.87,52.7,30.02,30.0945,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 07:06:00-08:00
1765637460000,0.2237,1.5659,0,0,1,273,52.7,97,,51.87,52.7,30.01,30.0845,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 06:51:00-08:00
1765636560000,0.0,1.3422,0,0,1,273,52.7,97,,51.87,52.7,30.01,30.0845,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 06:36:00-08:00
1765635660000,0.0,1.5659,0,0,1,273,52.9,97,4.23,52.07,52.9,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 06:21:00-08:00
1765634760000,0.0,1.1185,0,0,1,273,53.2,97,,52.37,53.2,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 06:06:00-08:00
1765633860000,0.0,0.0,0,0,1,273,53.4,97,,52.57,53.4,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 05:51:00-08:00
1765632960000,0.0,0.0,0,0,1,273,53.4,97,,52.57,53.4,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 05:36:00-08:00
1765632060000,0.0,0.0,0,0,1,273,53.2,97,4.21,52.37,53.2,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 05:21:00-08:00
1765631160000,0.0,0.0,0,0,1,273,53.2,97,,52.37,53.2,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 05:06:00-08:00
1765630260000,0.0,0.0,0,0,1,273,53.2,97,,52.37,53.2,30.0,30.0744,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 04:51:00-08:00
1765629360000,0.0,0.0,0,0,1,273,53.1,97,,52.27,53.1,30.0,30.0744,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 04:36:00-08:00
1765628460000,0.0,0.0,0,0,1,273,53.1,97,4.23,52.27,53.1,30.0,30.0744,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 04:21:00-08:00
1765627560000,0.0,0.0,0,0,1,273,53.1,97,,52.27,53.1,30.0,30.0744,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 04:06:00-08:00
1765626660000,0.0,0.0,0,0,1,273,53.1,97,,52.27,53.1,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 03:51:00-08:00
1765625760000,0.0,0.0,0,0,1,273,53.2,97,,52.37,53.2,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 03:36:00-08:00
1765624860000,0.0,2.0132,0,0,1,273,53.2,97,4.23,52.37,53.2,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 03:21:00-08:00
1765623960000,0.0,0.0,0,0,1,273,53.1,97,,52.27,53.1,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 03:06:00-08:00
1765623060000,0.0,1.3422,0,0,1,273,53.1,97,,52.27,53.1,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 02:51:00-08:00
1765622160000,0.2237,1.5659,0,0,1,273,52.9,97,,52.07,52.9,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 02:36:00-08:00
1765621260000,0.0,0.0,0,0,1,273,53.1,97,4.24,52.27,53.1,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 02:21:00-08:00
1765620360000,0.0,0.0,0,0,1,273,53.1,97,,52.27,53.1,30.01,30.0844,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 02:06:00-08:00
1765619460000,0.0,1.1185,0,0,1,273,53.6,97,,52.77,53.6,30.01,30.0843,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 01:51:00-08:00
1765618560000,0.0,0.0,0,0,1,273,53.8,97,,52.97,53.8,30.0,30.0743,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 01:36:00-08:00
1765617660000,0.0,0.0,0,0,1,273,53.8,96,4.24,52.69,53.8,30.0,30.0743,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 01:21:00-08:00
1765616760000,0.0,0.0,0,0,1,273,54.0,96,,52.88,54.0,30.0,30.0742,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 01:06:00-08:00
1765615860000,0.0,0.0,0,0,1,273,54.0,96,,52.88,54.0,30.0,30.0742,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 00:51:00-08:00
1765614960000,0.2237,2.4606,0,0,1,273,54.3,96,,53.18,54.3,30.0,30.0742,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 00:36:00-08:00
1765614060000,0.0,1.3422,0,0,1,273,54.5,96,4.25,53.38,54.5,30.0,30.0742,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 00:21:00-08:00
1765613160000,0.0,0.0,0,0,1,273,54.7,96,,53.58,54.7,30.01,30.0842,0,0,0,0,,,2025-12-13,2025-12-08T20:51:00.000Z,2025-12-13 00:06:00-08:00
