dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time,passkey,time,loc
1762951860000,0.0,0.0,0,0,1,63,57.6,96,56.47,57.6,30.03,30.1038,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 04:51:00-08:00,,,
1762950960000,0.0,2.2369,0,0,1,63,57.7,96,56.57,57.7,30.02,30.0938,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 04:36:00-08:00,,,
1762950060000,0.0,1.5659,0,0,1,63,57.9,96,56.77,57.9,30.02,30.0937,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 04:21:00-08:00,,,
1762949160000,0.0,2.0132,0,0,1,63,58.1,96,56.96,58.1,30.02,30.0937,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,4.25,,,2025-11-12 04:06:00-08:00,,,
1762948260000,0.0,0.0,0,0,1,63,57.7,96,56.57,57.7,30.02,30.0938,0,0,0,0,,2025-11-12,,America/Los_Angeles,True,2025-11-12 03:51:00-08:00,,,
1762947360000,0.2237,2.2369,0,0,1,63,57.9,96,56.77,57.9,30.02,30.0937,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 03:36:00-08:00,,,
1762946460000,0.0,1.7895,0,0,1,63,58.1,96,56.96,58.1,30.03,30.1037,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,4.26,,,2025-11-12 03:21:00-08:00,,,
1762945560000,0.0,1.1185,0,0,1,63,57.9,96,56.77,57.9,30.03,30.1038,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 03:06:00-08:00,,,
1762944660000,0.0,0.0,0,0,1,63,57.9,96,56.77,57.9,30.02,30.0937,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 02:51:00-08:00,,,
1762943760000,0.2237,2.4606,0,0,1,63,58.1,96,56.96,58.1,30.01,30.0837,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 02:36:00-08:00,,,
1762942860000,0.2237,2.6843,0,0,1,62,57.7,96,56.57,57.7,30.01,30.0837,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,4.27,,,2025-11-12 02:21:00-08:00,,,
1762941960000,0.4474,2.4606,0,0,1,62,57.4,96,56.27,57.4,30.01,30.0838,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 02:06:00-08:00,,,
1762941060000,0.6711,2.2369,0,0,1,62,57.2,96,56.07,57.2,30.02,30.0938,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 01:51:00-08:00,,,
1762940160000,0.2237,1.7895,0,0,1,62,57.6,96,56.47,57.6,30.02,30.0938,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 01:36:00-08:00,,,
1762939260000,0.0,1.5659,0,0,1,62,57.9,96,56.77,57.9,30.02,30.0937,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,4.27,,,2025-11-12 01:21:00-08:00,,,
1762938360000,0.0,1.1185,0,0,1,62,57.9,96,56.77,57.9,30.01,30.0837,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 01:06:00-08:00,,,
1762937460000,0.0,1.5659,0,0,1,62,57.7,96,56.57,57.7,30.01,30.0837,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 00:51:00-08:00,,,
1762936560000,0.0,0.0,0,0,1,62,58.1,95,56.67,58.1,30.02,30.0937,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 00:36:00-08:00,,,
1762935660000,0.0,0.0,0,0,1,62,58.5,95,57.07,58.5,30.02,30.0936,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,4.28,,,2025-11-12 00:21:00-08:00,,,
1762934760000,0.0,0.0,0,0,1,62,58.5,95,57.07,58.5,30.02,30.0936,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 00:06:00-08:00,,,
1763020260000,0.0,0.0,0,0,1,154,54.0,95,52.6,54.0,30.01,30.0843,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 23:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763019360000,0.0,0.0,0,0,1,154,54.0,95,52.6,54.0,30.01,30.0843,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 23:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763018460000,0.0,0.0,0,0,1,154,54.9,95,53.49,54.9,30.02,30.0942,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.27,,,2025-11-12 23:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763017560000,0.0,0.0,0,0,1,154,54.5,95,53.1,54.5,30.02,30.0942,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 23:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763016660000,0.0,0.0,0,0,1,154,54.1,95,52.7,54.1,30.02,30.0943,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 22:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763015760000,0.0,0.0,0,0,1,154,54.9,95,53.49,54.9,30.02,30.0942,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 22:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763014860000,0.0,0.0,0,0,1,154,55.2,95,53.79,55.2,30.03,30.1041,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.28,,,2025-11-12 22:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763013960000,0.0,1.1185,0,0,1,154,55.9,95,54.49,55.9,30.02,30.094,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 22:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763013060000,0.0,0.0,0,0,1,154,55.2,95,53.79,55.2,30.02,30.0941,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 21:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763012160000,0.0,0.0,0,0,1,154,55.4,95,53.99,55.4,30.03,30.1041,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 21:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763011260000,0.0,0.0,0,0,1,154,55.9,94,54.2,55.9,30.03,30.104,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.29,,,2025-11-12 21:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763010360000,0.0,0.0,0,0,1,154,56.7,94,54.99,56.7,30.03,30.1039,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 21:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763009460000,0.0,0.0,0,0,1,154,56.8,94,55.09,56.8,30.03,30.1039,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 20:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763008560000,0.0,0.0,0,0,1,154,57.0,94,55.29,57.0,30.02,30.0939,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 20:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763007660000,0.0,0.0,0,0,1,154,57.4,94,55.69,57.4,30.02,30.0938,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.29,,,2025-11-12 20:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763006760000,0.0,0.0,0,0,1,154,58.3,94,56.58,58.3,30.02,30.0937,0,0,7164,6447600,,2025-11-12,,America/Los_Angeles,True,2025-11-12 20:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763005860000,0.0,0.0,0,0,1,154,58.8,93,56.78,58.8,30.02,30.0936,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 19:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763004960000,0.2237,1.7895,0,0,1,154,59.2,93,57.18,59.2,30.01,30.0835,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.3,,,2025-11-12 19:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763004060000,0.0,0.0,0,0,1,154,59.4,93,57.37,59.4,30.01,30.0835,0,0,7164,6447600,,2025-11-12,,America/Los_Angeles,True,2025-11-12 19:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763003160000,0.0,0.0,0,0,1,154,59.9,92,57.57,59.9,30.01,30.0834,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 19:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763002260000,0.0,0.0,0,0,1,154,60.4,92,58.06,60.4,30.01,30.0834,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.29,,,2025-11-12 18:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763001360000,0.0,0.0,0,0,1,154,61.0,92,58.66,61.0,30.01,30.0833,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 18:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1763000460000,0.0,0.0,0,0,1,154,61.2,92,58.85,61.2,30.01,30.0832,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 18:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762999560000,0.2237,1.5659,0,0,1,154,60.6,91,57.96,60.6,30.01,30.0833,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 18:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762998660000,0.0,0.0,0,0,1,154,60.8,91,58.15,60.8,30.0,30.0733,0,0,7164,6447600,,2025-11-12,4.31,America/Los_Angeles,True,2025-11-12 17:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762997760000,0.0,1.5659,0,0,1,154,61.0,91,58.35,61.0,29.99,30.0632,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 17:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762996860000,0.0,0.0,0,0,1,154,61.0,90,58.04,61.0,29.99,30.0632,0,0,7164,6447600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 17:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762995960000,0.8948,2.908,0,0,1,154,61.5,90,58.54,61.5,30.0,30.0732,1,900,7163,6447600,2025-11-11T13:36:00.000Z,2025-11-12,4.32,,,2025-11-12 17:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762995060000,2.6843,5.145,0,0,1,154,62.1,89,58.82,62.1,30.0,30.0731,10,9000,7153,6446700,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 16:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762994160000,3.5791,6.4871,0,0,1,154,62.6,88,58.99,62.6,30.0,30.073,30,27000,7123,6437700,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 16:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762993260000,3.5791,6.9345,0,0,1,147,63.7,84,58.77,63.7,29.99,30.0628,33,29700,7090,6410700,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 16:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762992360000,2.6843,5.816,0,0,1,131,65.5,80,59.16,65.5,29.98,30.0526,58,52200,7032,6381000,2025-11-11T13:36:00.000Z,2025-11-12,4.37,,,2025-11-12 16:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762992000000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762992000000.json
1762991460000,4.4739,7.8293,0,0,1,146,64.9,82,59.27,64.9,29.98,30.0527,206,185400,6826,6328800,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 15:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762990560000,5.145,7.6056,0,0,1,154,64.9,82,59.27,64.9,29.98,30.0527,188,169200,6638,6143400,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 15:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762989660000,4.4739,7.6056,0,0,1,161,65.5,81,59.51,65.5,29.98,30.0526,201,180900,6437,5974200,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 15:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762988760000,4.9213,8.2767,0,0,1,155,65.8,80,59.45,65.8,29.98,30.0525,274,246600,6163,5793300,2025-11-11T13:36:00.000Z,2025-11-12,4.39,,,2025-11-12 15:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762987860000,3.3554,8.7241,0,0,1,129,67.3,77,59.83,67.3,29.98,30.0523,310,279000,5853,5546700,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 14:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762986960000,3.1317,6.9345,0,0,1,150,66.6,79,59.88,66.6,29.98,30.0524,352,316800,5501,5267700,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 14:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762986060000,4.6976,8.7241,0,0,1,153,66.2,80,59.84,66.2,29.99,30.0625,379,341100,5122,4950900,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 14:21:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762985160000,5.145,10.0662,0,0,1,150,67.5,77,60.03,67.5,29.99,30.0623,428,385200,4694,4609800,2025-11-11T13:36:00.000Z,2025-11-12,4.44,,,2025-11-12 14:06:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762984260000,4.6976,8.9477,0,0,1,151,66.4,80,60.04,66.4,29.99,30.0625,481,432900,4213,4224600,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 13:51:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
1762983360000,6.4871,10.5136,0,0,1,151,66.4,80,60.04,66.4,30.0,30.0725,496,446400,3717,3791700,2025-11-11T13:36:00.000Z,2025-11-12,,,,2025-11-12 13:36:00-08:00,7395c226de765e6694f274e64ffcfa1e,1762905600000.0,7395c226de765e6694f274e64ffcfa1e/daily/1762905600000.json
