dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,passkey,time,loc,date,tz,historical,local_time
1762684560000,0.6711,6.7108,0,0,1,64,61.0,93,,58.96,61.0,30.01,30.0833,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 02:36:00-08:00
1762683660000,0.8948,3.8028,0,0,1,117,61.2,93,,59.16,61.2,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 02:21:00-08:00
1762682760000,0.4474,3.1317,0,0,1,117,61.3,93,,59.26,61.3,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 02:06:00-08:00
1762681860000,1.3422,5.145,0,0,1,117,61.3,93,4.27,59.26,61.3,30.02,30.0933,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 01:51:00-08:00
1762680960000,0.8948,3.5791,0,0,1,117,61.3,93,,59.26,61.3,30.02,30.0933,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 01:36:00-08:00
1762680060000,0.6711,4.6976,0,0,1,117,61.2,93,,59.16,61.2,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 01:21:00-08:00
1762679160000,2.2369,6.0397,0,0,1,87,61.2,93,,59.16,61.2,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 01:06:00-08:00
1762678260000,0.2237,3.3554,0,0,1,15,61.3,94,4.27,59.56,61.3,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 00:51:00-08:00
1762677360000,1.1185,8.5004,0,0,1,127,61.3,94,,59.56,61.3,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 00:36:00-08:00
1762676460000,0.4474,3.5791,0,0,1,49,61.5,94,,59.76,61.5,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 00:21:00-08:00
1762675560000,0.4474,4.0265,0,0,1,23,61.5,94,,59.76,61.5,30.01,30.0832,0,0,0,0,2025-11-07T13:21:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762646400000,7395c226de765e6694f274e64ffcfa1e/daily/1762646400000.json,2025-11-09,,,2025-11-09 00:06:00-08:00
