dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time,passkey,time,loc
1762902360000,7.1582,12.7505,0.0,0.01,1,262,63.0,87,59.07,63.0,30.01,30.083,82,73800,8709,7911900,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 15:06:00-08:00,,,
1762901460000,6.4871,11.4084,0.0,0.01,1,238,64.6,84,59.65,64.6,30.0,30.0727,255,229500,8454,7838100,2025-11-11T13:36:00.000Z,2025-11-11,4.38,,,2025-11-11 14:51:00-08:00,,,
1762900560000,4.0265,7.3819,0.0,0.01,1,224,64.8,83,59.51,64.8,30.0,30.0727,425,382500,8029,7608600,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 14:36:00-08:00,,,
1762899660000,1.7895,5.816,0.0,0.01,1,235,63.3,86,59.04,63.3,30.0,30.0729,240,216000,7789,7226100,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 14:21:00-08:00,,,
1762898760000,3.5791,6.9345,0.0,0.01,1,232,64.0,85,59.4,64.0,30.01,30.0829,258,232200,7531,7010100,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 14:06:00-08:00,,,
1762897860000,4.0265,7.1582,0.0,0.01,1,236,63.7,85,59.1,63.7,30.01,30.0829,396,356400,7135,6777900,2025-11-11T13:36:00.000Z,2025-11-11,4.38,,,2025-11-11 13:51:00-08:00,,,
1762896960000,4.0265,7.8293,0.0,0.01,1,265,63.0,86,58.74,63.0,30.03,30.103,308,277200,6827,6421500,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 13:36:00-08:00,,,
1762896060000,5.3686,10.2899,0.0,0.01,1,246,62.6,87,58.67,62.6,30.03,30.1031,270,243000,6557,6144300,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 13:21:00-08:00,,,
1762895160000,5.5923,8.5004,0.0,0.01,1,199,61.9,88,58.3,61.9,30.03,30.1032,234,210600,6323,5901300,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 13:06:00-08:00,,,
1762894260000,3.5791,6.2634,0.0,0.01,1,190,62.4,86,58.15,62.4,30.02,30.0931,193,173700,6130,5690700,2025-11-11T13:36:00.000Z,2025-11-11,4.38,,,2025-11-11 12:51:00-08:00,,,
1762893360000,2.6843,5.145,0.0,0.01,1,216,63.5,84,58.57,63.5,30.03,30.103,287,258300,5843,5517000,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 12:36:00-08:00,,,
1762892460000,2.6843,5.816,0.0,0.01,1,222,62.6,86,58.35,62.6,30.04,30.1131,432,388800,5411,5258700,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 12:21:00-08:00,,,
1762891560000,3.8028,6.7108,0.0,0.01,1,223,62.1,87,58.18,62.1,30.05,30.1232,251,225900,5160,4869900,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 12:06:00-08:00,,,
1762890660000,2.4606,6.9345,0.0,0.01,1,237,62.4,87,58.48,62.4,30.06,30.1332,337,303300,4823,4644000,2025-11-11T13:36:00.000Z,2025-11-11,4.4,,,2025-11-11 11:51:00-08:00,,,
1762889760000,5.145,8.5004,0.0,0.01,1,240,62.2,88,58.6,62.2,30.08,30.1533,263,236700,4560,4340700,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 11:36:00-08:00,,,
1762888860000,3.8028,6.7108,0.0,0.01,1,248,61.5,89,58.22,61.5,30.09,30.1634,195,175500,4365,4104000,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 11:21:00-08:00,,,
1762887960000,4.0265,7.6056,0.0,0.01,1,206,60.8,91,58.15,60.8,30.07,30.1434,197,177300,4168,3928500,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 11:06:00-08:00,,,
1762887060000,5.145,8.053,0.0,0.01,1,165,61.3,88,57.71,61.3,30.06,30.1334,273,245700,3895,3751200,2025-11-11T13:36:00.000Z,2025-11-11,4.44,,,2025-11-11 10:51:00-08:00,,,
1762886160000,5.5923,9.1714,0.0,0.01,1,168,62.6,85,58.02,62.6,30.06,30.1332,546,491400,3349,3505500,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 10:36:00-08:00,,,
1762885260000,5.5923,9.6188,0.0,0.01,1,152,63.3,83,58.04,63.3,30.07,30.1431,576,518400,2773,3014100,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 10:21:00-08:00,,,
1762884360000,4.9213,9.1714,0.0,0.01,1,141,62.8,84,57.89,62.8,30.08,30.1532,462,415800,2311,2495700,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 10:06:00-08:00,,,
1762883460000,5.3686,8.9477,0.0,0.01,1,129,62.1,85,57.53,62.1,30.08,30.1533,343,308700,1968,2079900,2025-11-11T13:36:00.000Z,2025-11-11,4.52,,,2025-11-11 09:51:00-08:00,,,
1762882560000,6.0397,10.0662,0.0,0.01,1,127,62.6,86,58.35,62.6,30.07,30.1432,454,408600,524,880200,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 09:36:00-08:00,,,
1762881660000,5.5923,9.8425,0.0,0.01,1,126,61.5,91,58.85,61.5,30.08,30.1534,423,380700,978,1362600,,2025-11-11,,America/Los_Angeles,True,2025-11-11 09:21:00-08:00,,,
1762880760000,3.8028,9.6188,0.0,0.01,1,114,60.1,95,58.66,60.1,30.09,30.1636,363,326700,978,981900,,2025-11-11,,America/Los_Angeles,True,2025-11-11 09:06:00-08:00,,,
1762879860000,2.6843,6.2634,0.0,0.01,1,133,59.4,96,58.26,59.4,30.09,30.1637,204,183600,978,655200,,2025-11-11,,America/Los_Angeles,True,2025-11-11 08:51:00-08:00,,,
1762878960000,2.908,6.9345,0.0,0.01,1,105,59.0,97,58.15,59.0,30.09,30.1638,103,92700,421,471600,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 08:36:00-08:00,,,
1762878060000,1.5659,6.9345,0.0,0.01,1,84,59.0,97,58.15,59.0,30.09,30.1638,104,93600,317,378900,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 08:21:00-08:00,,,
1762877160000,2.0132,6.7108,0.0,0.01,1,120,58.8,98,58.24,58.8,30.09,30.1638,104,93600,213,285300,2025-11-11T13:36:00.000Z,2025-11-11,4.24,,,2025-11-11 08:06:00-08:00,,,
1762876260000,0.8948,4.9213,0.0,0.01,1,145,58.5,98,57.94,58.5,30.08,30.1538,102,91800,111,191700,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 07:51:00-08:00,,,
1762875360000,0.2237,2.908,0.0,0.01,1,145,57.7,98,57.14,57.7,30.07,30.1439,60,54000,51,99900,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 07:36:00-08:00,,,
1762874460000,1.1185,5.145,0.0,0.01,1,109,57.4,98,56.84,57.4,30.06,30.1339,30,27000,21,45900,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 07:21:00-08:00,,,
1762873560000,0.8948,4.0265,0.0,0.01,1,115,57.4,98,56.84,57.4,30.06,30.1339,16,14400,5,18900,2025-11-11T13:36:00.000Z,2025-11-11,4.23,,,2025-11-11 07:06:00-08:00,,,
1762872660000,0.8948,4.4739,0.0,0.01,1,63,57.4,98,56.84,57.4,30.06,30.1339,5,4500,0,4500,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 06:51:00-08:00,,,
1762871760000,0.6711,3.3554,0.0,0.01,1,121,57.4,98,56.84,57.4,30.05,30.1239,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 06:36:00-08:00,,,
1762870860000,0.4474,2.6843,0.0,0.01,1,123,57.6,98,57.04,57.6,30.05,30.1239,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 06:21:00-08:00,,,
1762869960000,0.8948,6.2634,0.0,0.01,1,83,57.6,98,57.04,57.6,30.05,30.1239,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-11,4.25,,,2025-11-11 06:06:00-08:00,,,
1762869060000,0.6711,5.145,0.0,0.01,1,39,57.2,98,56.64,57.2,30.05,30.1239,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 05:51:00-08:00,,,
1762868160000,0.8948,5.3686,0.03,0.0,1,34,56.8,98,56.24,56.8,30.05,30.124,0,0,0,0,2025-11-11T13:36:00.000Z,2025-11-11,,,,2025-11-11 05:36:00-08:00,,,
1762867260000,0.6711,2.908,0.0,0.0,1,34,56.7,98,56.14,56.7,30.04,30.114,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 05:21:00-08:00,,,
1762866360000,0.8948,4.6976,0.0,0.0,1,33,56.7,98,56.14,56.7,30.04,30.114,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,4.25,,,2025-11-11 05:06:00-08:00,,,
1762865460000,0.8948,4.6976,0.0,0.0,1,29,56.8,98,56.24,56.8,30.04,30.1139,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 04:51:00-08:00,,,
1762864560000,1.5659,7.3819,0.0,0.0,1,48,57.6,98,57.04,57.6,30.04,30.1138,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 04:36:00-08:00,,,
1762863660000,0.8948,6.9345,0.0,0.0,1,110,57.7,98,57.14,57.7,30.03,30.1038,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 04:21:00-08:00,,,
1762862760000,1.1185,5.3686,0.0,0.0,1,42,57.6,98,57.04,57.6,30.04,30.1138,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,4.26,,,2025-11-11 04:06:00-08:00,,,
1762861860000,1.7895,6.7108,0.0,0.0,1,83,57.4,98,56.84,57.4,30.04,30.1139,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 03:51:00-08:00,,,
1762860960000,0.4474,4.4739,0.0,0.0,1,20,57.4,98,56.84,57.4,30.04,30.1139,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 03:36:00-08:00,,,
1762860060000,0.8948,4.4739,0.0,0.0,1,48,57.2,98,56.64,57.2,30.04,30.1139,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 03:21:00-08:00,,,
1762859160000,0.2237,2.0132,0.0,0.0,1,93,56.8,98,56.24,56.8,30.04,30.1139,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,4.27,,,2025-11-11 03:06:00-08:00,,,
1762858260000,0.2237,2.6843,0.0,0.0,1,93,56.8,97,55.96,56.8,30.05,30.124,0,0,0,0,,2025-11-11,,America/Los_Angeles,True,2025-11-11 02:51:00-08:00,,,
1762857360000,0.0,1.5659,0.0,0.0,1,93,56.7,97,55.86,56.7,30.05,30.124,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 02:36:00-08:00,,,
1762856460000,0.0,1.7895,0.0,0.0,1,93,56.3,97,55.46,56.3,30.06,30.1341,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,4.27,,,2025-11-11 02:21:00-08:00,,,
1762855560000,0.0,0.0,0.0,0.0,1,93,56.3,97,55.46,56.3,30.06,30.1341,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 02:06:00-08:00,,,
1762854660000,0.0,0.0,0.0,0.0,1,93,56.3,97,55.46,56.3,30.06,30.1341,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 01:51:00-08:00,,,
1762853760000,0.4474,2.4606,0.0,0.0,1,93,56.7,97,55.86,56.7,30.06,30.134,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 01:36:00-08:00,,,
1762852860000,0.2237,2.4606,0.0,0.0,1,93,57.4,97,56.55,57.4,30.06,30.1339,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,4.28,,,2025-11-11 01:21:00-08:00,,,
1762851960000,0.4474,2.908,0.0,0.0,1,93,57.6,97,56.75,57.6,30.06,30.1339,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 01:06:00-08:00,,,
1762851060000,0.8948,4.0265,0.0,0.0,1,93,57.7,97,56.85,57.7,30.06,30.1339,0,0,0,0,,2025-11-11,,America/Los_Angeles,True,2025-11-11 00:51:00-08:00,,,
1762850160000,0.8948,3.5791,0.0,0.0,1,94,57.7,97,56.85,57.7,30.06,30.1339,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,4.28,,,2025-11-11 00:36:00-08:00,,,
1762849260000,0.2237,2.4606,0.0,0.0,1,94,58.1,97,57.25,58.1,30.07,30.1438,0,0,0,0,2025-11-10T13:36:00.000Z,2025-11-11,,,,2025-11-11 00:21:00-08:00,,,
1762848360000,0.0,1.7895,0.0,0.0,1,94,58.5,97,57.65,58.5,30.07,30.1438,0,0,0,0,,2025-11-11,,America/Los_Angeles,True,2025-11-11 00:06:00-08:00,,,
